No Records;Hazards;No hazards;Total deaths;Total affected;Total damages;Time lag;Spatial overlap
1;"[""fl""]";1;2.0;40000.0;;91.0;0.5
1;"[""ew""]";1;17.0;3.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;630.0;2307523.0;341031.0;91.0;0.5
1;"[""ls""]";1;45.0;;;91.0;0.5
7;"[""fl"", ""ls"", ""fl"", ""fl"", ""fl"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls""]";10;257.0;;;91.0;0.5
1;"[""ew"", ""fl""]";2;12.0;2000.0;;91.0;0.5
1;"[""fl""]";1;10.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;103.0;1470.0;;91.0;0.5
1;"[""fl""]";1;;20000.0;;91.0;0.5
1;"[""fl""]";1;36.0;75000.0;;91.0;0.5
1;"[""fl""]";1;20.0;111455.0;;91.0;0.5
1;"[""ew""]";1;;3.0;;91.0;0.5
1;"[""fl""]";1;6.0;264000.0;;91.0;0.5
5;"[""hw"", ""ew"", ""fl"", ""ls"", ""ew"", ""fl"", ""fl""]";7;1295.0;;;91.0;0.5
1;"[""ls""]";1;11.0;;;91.0;0.5
10;"[""fl"", ""ls"", ""fl"", ""fl"", ""fl"", ""fl"", ""ls"", ""ls"", ""fl"", ""ls"", ""ls"", ""fl"", ""ls""]";13;366.0;;;91.0;0.5
1;"[""fl""]";1;1.0;10000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;3.0;150.0;;91.0;0.5
1;"[""fl""]";1;5.0;14258.0;;91.0;0.5
1;"[""fl""]";1;9.0;151000.0;204618.0;91.0;0.5
1;"[""fl""]";1;4.0;1500.0;;91.0;0.5
1;"[""eq"", ""ls""]";2;128.0;339792.0;218260.0;91.0;0.5
1;"[""ew"", ""ls"", ""fl""]";3;4.0;72000.0;54565.0;91.0;0.5
1;"[""fl""]";1;11.0;;;91.0;0.5
1;"[""fl""]";1;40.0;35020.0;750268.0;91.0;0.5
1;"[""eq""]";1;;7306.0;;91.0;0.5
1;"[""eq""]";1;;150.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;15.0;388373.0;8598.0;91.0;0.5
1;"[""ew""]";1;;700.0;;91.0;0.5
1;"[""ew""]";1;10.0;24.0;;91.0;0.5
1;"[""ew"", ""ls""]";2;4.0;2364.0;;91.0;0.5
1;"[""fl""]";1;;150000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;3.0;18000.0;;91.0;0.5
1;"[""fl""]";1;15.0;;;91.0;0.5
1;"[""fl""]";1;3.0;4895.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;13.0;1000058.0;402418.0;91.0;0.5
1;"[""fl""]";1;38.0;10000.0;;91.0;0.5
1;"[""ew""]";1;;350.0;;91.0;0.5
1;"[""fl""]";1;24.0;139790.0;;91.0;0.5
2;"[""fl"", ""ls"", ""eq""]";3;;505494.0;31443.0;91.0;0.5
1;"[""fl""]";1;9.0;3000.0;682061.0;91.0;0.5
1;"[""fl""]";1;;5000.0;;91.0;0.5
1;"[""eq""]";1;11.0;12.0;;91.0;0.5
1;"[""fl""]";1;17.0;8.0;;91.0;0.5
1;"[""fl""]";1;;12035.0;1119.0;91.0;0.5
4;"[""ew"", ""ew"", ""ls"", ""fl"", ""fl"", ""ew"", ""fl""]";7;;5245628.0;;91.0;0.5
6;"[""hw"", ""ew"", ""fl"", ""ew"", ""dr"", ""ls"", ""fl""]";7;;;;91.0;0.5
1;"[""fl""]";1;17.0;40000.0;;91.0;0.5
1;"[""ew""]";1;17.0;178091.0;;91.0;0.5
1;"[""ts"", ""ts""]";2;148.0;5584.0;169206.0;91.0;0.5
1;"[""ts"", ""ts""]";2;34.0;2500.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;16.0;128887.0;136412.0;91.0;0.5
1;"[""ts"", ""ts""]";2;9.0;507.0;12959.0;91.0;0.5
1;"[""eq"", ""ls"", ""ts""]";3;1195.0;2501798.0;3001070.0;91.0;0.5
1;"[""fl"", ""ls""]";2;35.0;5140.0;27282.0;91.0;0.5
1;"[""fl""]";1;10.0;13014.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;87.0;257786.0;81847.0;91.0;0.5
1;"[""fl""]";1;;2500.0;;91.0;0.5
1;"[""ew""]";1;3.0;;47744.0;91.0;0.5
1;"[""ew""]";1;;;273.0;91.0;0.5
2;"[""fl"", ""ls"", ""fl"", ""ls""]";4;;2796.0;;91.0;0.5
1;"[""fl""]";1;;1750.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;16.0;44850.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;2.0;3000.0;;91.0;0.5
1;"[""dr""]";1;;107500.0;2319.0;91.0;0.5
1;"[""cw""]";1;298.0;;;91.0;0.5
1;"[""dr""]";1;;;;91.0;0.5
1;"[""fl""]";1;;680000.0;;91.0;0.5
1;"[""ew""]";1;2.0;;;91.0;0.5
2;"[""ew"", ""fl"", ""ew"", ""fl""]";4;306.0;2977460.0;1452790.0;91.0;0.5
1;"[""fl"", ""ls""]";2;70.0;8.0;87304.0;91.0;0.5
1;"[""eq""]";1;;269.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;;19897.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;;3210.0;;91.0;0.5
1;"[""ls""]";1;13.0;1.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;275.0;90000.0;1280911.0;91.0;0.5
1;"[""fl""]";1;15.0;200000.0;;91.0;0.5
1;"[""eq""]";1;2.0;1510.0;3315.0;91.0;0.5
2;"[""fl"", ""ew""]";2;;147670.0;;91.0;0.5
1;"[""ls""]";1;14.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;20.0;;;91.0;0.5
2;"[""ew"", ""ew""]";2;;11197895.0;1432134.0;91.0;0.5
1;"[""ew""]";1;20.0;;409237.0;91.0;0.5
1;"[""fl"", ""ls""]";2;3.0;200.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;2.0;180.0;;91.0;0.5
1;"[""fl""]";1;7.0;30618.0;;91.0;0.5
1;"[""fl""]";1;;5000.0;;91.0;0.5
1;"[""ls""]";1;23.0;;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
1;"[""ew""]";1;1.0;;20462.0;91.0;0.5
1;"[""fl""]";1;3.0;3900.0;660235.0;91.0;0.5
1;"[""fl""]";1;;60000.0;;91.0;0.5
1;"[""ls"", ""ls""]";2;4.0;;;91.0;0.5
1;"[""fl""]";1;1.0;4000.0;;91.0;0.5
1;"[""fl""]";1;11.0;10000.0;68206.0;91.0;0.5
2;"[""fl"", ""fl""]";2;;10875.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;;4248.0;;91.0;0.5
1;"[""fl""]";1;161.0;10000.0;1227711.0;91.0;0.5
2;"[""ew"", ""ls"", ""ew"", ""ls""]";4;5.0;143842.0;;91.0;0.5
1;"[""vo""]";1;;400.0;;91.0;0.5
1;"[""cw""]";1;18.0;;;91.0;0.5
1;"[""cw""]";1;5.0;769113.0;84576.0;91.0;0.5
1;"[""fl"", ""ls""]";2;158.0;236308.0;;91.0;0.5
1;"[""fl""]";1;6.0;704.0;;91.0;0.5
1;"[""fl""]";1;;4650.0;;91.0;0.5
1;"[""fl""]";1;3.0;300000.0;;91.0;0.5
1;"[""vo"", ""eq""]";2;;47137.0;;91.0;0.5
1;"[""cw""]";1;135.0;50000.0;;91.0;0.5
1;"[""ls""]";1;59.0;1153.0;;91.0;0.5
1;"[""cw""]";1;2.0;;;91.0;0.5
1;"[""cw""]";1;2.0;;;91.0;0.5
1;"[""cw""]";1;14.0;;;91.0;0.5
1;"[""cw""]";1;3.0;47.0;;91.0;0.5
2;"[""eq"", ""eq""]";2;4.0;20736.0;;91.0;0.5
1;"[""cw""]";1;;;;91.0;0.5
1;"[""cw""]";1;27.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;40.0;91350.0;;91.0;0.5
1;"[""fl""]";1;18.0;50000.0;;91.0;0.5
1;"[""fl""]";1;;450.0;;91.0;0.5
1;"[""fl""]";1;5.0;7520.0;;91.0;0.5
1;"[""fl""]";1;;6600.0;;91.0;0.5
1;"[""fl""]";1;2.0;3510.0;;91.0;0.5
1;"[""dr""]";1;;;;91.0;0.5
1;"[""ls""]";1;2.0;927.0;105.0;91.0;0.5
1;"[""dr""]";1;;;19729.0;91.0;0.5
1;"[""cw""]";1;13.0;;;91.0;0.5
1;"[""cw""]";1;3.0;;;91.0;0.5
1;"[""fl""]";1;26.0;227860.0;;91.0;0.5
1;"[""dr""]";1;;;;91.0;0.5
1;"[""fl"", ""ls""]";2;12.0;500.0;;91.0;0.5
1;"[""ew"", ""ls"", ""cw""]";3;30.0;1881100.0;120790.0;91.0;0.5
1;"[""eq""]";1;;7840.0;2013.0;91.0;0.5
1;"[""eq"", ""ls"", ""ts""]";3;;1126.0;;91.0;0.5
1;"[""ls""]";1;19.0;26700.0;24158.0;91.0;0.5
1;"[""fl""]";1;5.0;28500.0;;91.0;0.5
1;"[""fl""]";1;;1000.0;;91.0;0.5
1;"[""eq""]";1;222570.0;3700000.0;10736894.0;91.0;0.5
1;"[""fl"", ""ls""]";2;2.0;40198.0;30.0;91.0;0.5
1;"[""eq""]";1;;750.0;;91.0;0.5
1;"[""eq"", ""ls""]";2;8.0;9.0;;91.0;0.5
6;"[""ew"", ""ew"", ""ls"", ""fl"", ""ew"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls"", ""ew"", ""ls"", ""fl""]";13;586.0;5686766.0;;91.0;0.5
1;"[""fl""]";1;;500.0;;91.0;0.5
1;"[""fl""]";1;12.0;3500.0;;91.0;0.5
1;"[""fl""]";1;2.0;16017.0;;91.0;0.5
2;"[""cw"", ""cw""]";2;63.0;;;91.0;0.5
1;"[""fl""]";1;10.0;355.0;;91.0;0.5
1;"[""fl"", ""ls"", ""cw""]";3;41.0;20000.0;21474.0;91.0;0.5
1;"[""eq""]";1;1.0;10515.0;5905.0;91.0;0.5
2;"[""fl"", ""fl""]";2;;1990.0;;91.0;0.5
1;"[""hw""]";1;32.0;;;91.0;0.5
4;"[""ew"", ""fl"", ""ew"", ""eq"", ""ew""]";5;;;;91.0;0.5
1;"[""ls""]";1;169.0;130.0;;91.0;0.5
1;"[""ls""]";1;17.0;;;91.0;0.5
1;"[""ew""]";1;;2202.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;;;;91.0;0.5
1;"[""fl""]";1;1.0;25700.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;4.0;2.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;27.0;22085.0;;91.0;0.5
2;"[""fl"", ""ls"", ""ls""]";3;53.0;;;91.0;0.5
1;"[""fl""]";1;5.0;17000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;44.0;100.0;;91.0;0.5
1;"[""ls""]";1;388.0;12795.0;;91.0;0.5
1;"[""eq""]";1;;50011.0;;91.0;0.5
1;"[""ts"", ""ts""]";2;562.0;2671556.0;40263352.0;91.0;0.5
1;"[""ew""]";1;3.0;;362370.0;91.0;0.5
1;"[""ew""]";1;3.0;;456318.0;91.0;0.5
1;"[""fl""]";1;;;146290.0;91.0;0.5
1;"[""ew""]";1;4.0;;1342112.0;91.0;0.5
1;"[""ew""]";1;;;37579.0;91.0;0.5
1;"[""ew""]";1;1.0;;214738.0;91.0;0.5
1;"[""ew"", ""fl""]";2;53.0;500079.0;5677133.0;91.0;0.5
1;"[""ew""]";1;;;18790.0;91.0;0.5
1;"[""ew""]";1;;;41605.0;91.0;0.5
1;"[""ew""]";1;;;671.0;91.0;0.5
1;"[""fl""]";1;;55700.0;;91.0;0.5
1;"[""fl""]";1;7.0;110886.0;;91.0;0.5
1;"[""dr""]";1;;6482602.0;;91.0;0.5
1;"[""vo"", ""fl""]";2;;;;91.0;0.5
2;"[""cw"", ""fl""]";2;;;;91.0;0.5
1;"[""fl""]";1;;16000.0;;91.0;0.5
2;"[""ls"", ""fl""]";2;;1350.0;;91.0;0.5
1;"[""ls""]";1;35.0;;;91.0;0.5
1;"[""eq""]";1;;96.0;1342112.0;91.0;0.5
1;"[""fl""]";1;;820.0;;91.0;0.5
1;"[""eq""]";1;51.0;3600.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;10.0;2006.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;120.0;192132.0;;91.0;0.5
2;"[""ew"", ""fl"", ""ew"", ""fl""]";4;4.0;42946.0;71058.0;91.0;0.5
1;"[""fl""]";1;;67500.0;;91.0;0.5
1;"[""fl""]";1;;13000.0;;91.0;0.5
1;"[""fl""]";1;;75000.0;;91.0;0.5
1;"[""ew""]";1;1.0;;;91.0;0.5
1;"[""fl""]";1;;21290.0;;91.0;0.5
1;"[""fl""]";1;8.0;110000.0;;91.0;0.5
1;"[""ls""]";1;14.0;5937.0;;91.0;0.5
3;"[""ew"", ""ew"", ""fl"", ""fl""]";4;;;;91.0;0.5
1;"[""fl"", ""ls""]";2;256.0;74938.0;268422.0;91.0;0.5
1;"[""eq""]";1;2.0;25232.0;1543429.0;91.0;0.5
1;"[""fl""]";1;2.0;6440.0;;91.0;0.5
2;"[""ew"", ""ew""]";2;142.0;505000.0;;91.0;0.5
1;"[""eq""]";1;2968.0;112000.0;671056.0;91.0;0.5
1;"[""ew""]";1;;1765.0;;91.0;0.5
1;"[""eq"", ""ls""]";2;11.0;1070.0;;91.0;0.5
1;"[""fl""]";1;11.0;200.0;;91.0;0.5
1;"[""ls""]";1;10.0;;;91.0;0.5
2;"[""ew"", ""ew"", ""fl""]";3;42.0;10770.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;3.0;70000.0;;91.0;0.5
1;"[""fl""]";1;70.0;40000.0;;91.0;0.5
1;"[""fl""]";1;7.0;1002.0;;91.0;0.5
3;"[""cw"", ""hw"", ""ew"", ""fl""]";4;404.0;;;91.0;0.5
2;"[""fl"", ""fl"", ""ls""]";3;75.0;8622.0;;91.0;0.5
1;"[""fl""]";1;100.0;70000.0;;91.0;0.5
1;"[""fl""]";1;28.0;606072.0;140922.0;91.0;0.5
1;"[""fl""]";1;1.0;2000.0;590529.0;91.0;0.5
1;"[""fl"", ""ls""]";2;1.0;1200.0;255001.0;91.0;0.5
1;"[""fl""]";1;1.0;200.0;33553.0;91.0;0.5
1;"[""ls""]";1;7.0;;;91.0;0.5
1;"[""ls""]";1;46.0;1167.0;;91.0;0.5
1;"[""fl""]";1;2.0;;;91.0;0.5
1;"[""fl""]";1;27.0;50000.0;;91.0;0.5
1;"[""fl""]";1;;4860.0;;91.0;0.5
1;"[""vo""]";1;;2500.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;10.0;11520.0;26842.0;91.0;0.5
1;"[""ew""]";1;18.0;24675.0;120790.0;91.0;0.5
3;"[""ls"", ""fl"", ""ls"", ""ls""]";4;1771.0;136100135.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;;240000.0;;91.0;0.5
1;"[""fl""]";1;3.0;650.0;;91.0;0.5
3;"[""ls"", ""fl"", ""ls"", ""fl""]";4;1871.0;140000135.0;;91.0;0.5
2;"[""fl"", ""hw""]";2;;;;91.0;0.5
1;"[""fl""]";1;3.0;;;91.0;0.5
1;"[""fl""]";1;;300.0;107369.0;91.0;0.5
1;"[""ls""]";1;;8350.0;;91.0;0.5
1;"[""fl""]";1;21.0;82000.0;;91.0;0.5
1;"[""ew""]";1;16.0;;1342112.0;91.0;0.5
1;"[""fl""]";1;20.0;;;91.0;0.5
1;"[""ls""]";1;66.0;55230.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;;1035.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;25.0;;2013168.0;91.0;0.5
1;"[""eq"", ""ls""]";2;17.0;4600.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;20.0;100.0;;91.0;0.5
1;"[""ls"", ""ls""]";2;68.0;145000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;72.0;157000.0;807951.0;91.0;0.5
1;"[""fl""]";1;45.0;7500.0;;91.0;0.5
1;"[""fl""]";1;;14910.0;116764.0;91.0;0.5
1;"[""fl""]";1;26.0;12237.0;1491661.0;91.0;0.5
1;"[""fl""]";1;46.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;8.0;;;91.0;0.5
3;"[""ew"", ""ew"", ""fl""]";3;;332110.0;;91.0;0.5
1;"[""fl""]";1;1.0;15486.0;;91.0;0.5
1;"[""fl""]";1;6.0;40059.0;2550.0;91.0;0.5
1;"[""ew""]";1;;2180.0;;91.0;0.5
1;"[""ew""]";1;5.0;;;91.0;0.5
3;"[""ls"", ""fl"", ""ls"", ""ls""]";4;1818.0;;;91.0;0.5
1;"[""ew"", ""fl""]";2;22.0;170000.0;2684223.0;91.0;0.5
1;"[""cw""]";1;12.0;;;91.0;0.5
1;"[""fl""]";1;46.0;831000.0;;91.0;0.5
3;"[""fl"", ""ls"", ""cw""]";3;497.0;138654.0;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
1;"[""cw""]";1;;150.0;;91.0;0.5
1;"[""fl""]";1;3.0;16362.0;;91.0;0.5
1;"[""cw""]";1;4.0;;;91.0;0.5
2;"[""fl"", ""fl""]";2;;2795760.0;;91.0;0.5
1;"[""cw""]";1;42.0;;;91.0;0.5
2;"[""dr"", ""cw""]";2;;;;91.0;0.5
1;"[""fl""]";1;1.0;12000.0;;91.0;0.5
1;"[""fl""]";1;7.0;7615.0;;91.0;0.5
1;"[""fl""]";1;33.0;10000.0;;91.0;0.5
1;"[""fl""]";1;3.0;1585.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;146.0;585474.0;11643.0;91.0;0.5
1;"[""fl""]";1;11.0;;;91.0;0.5
1;"[""fl""]";1;;80920.0;;91.0;0.5
1;"[""fl""]";1;8.0;21194.0;;91.0;0.5
1;"[""fl""]";1;6.0;9500.0;;91.0;0.5
2;"[""fl"", ""hw""]";2;180.0;;;91.0;0.5
1;"[""eq""]";1;1.0;32.0;;91.0;0.5
1;"[""ew""]";1;1.0;15000.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;24.0;;;91.0;0.5
1;"[""ew"", ""ls""]";2;10.0;12400.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;21.0;15007.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;12.0;;;91.0;0.5
1;"[""fl""]";1;;3000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;65.0;5000.0;;91.0;0.5
3;"[""ew"", ""fl"", ""fl"", ""fl""]";4;2068.0;20367496.0;;91.0;0.5
1;"[""eq""]";1;;274.0;;91.0;0.5
1;"[""fl""]";1;10.0;6425.0;;91.0;0.5
1;"[""fl""]";1;;290000.0;;91.0;0.5
1;"[""fl""]";1;;234.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;5.0;233226.0;;91.0;0.5
1;"[""fl""]";1;2.0;56792.0;;91.0;0.5
1;"[""fl""]";1;117.0;3400.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;196.0;12725.0;;91.0;0.5
1;"[""fl"", ""fl""]";2;3.0;;;91.0;0.5
1;"[""fl"", ""fl""]";2;7.0;200.0;211463.0;91.0;0.5
1;"[""fl""]";1;;800.0;;91.0;0.5
1;"[""ls""]";1;16.0;5.0;;91.0;0.5
1;"[""fl""]";1;2.0;22125.0;;91.0;0.5
1;"[""fl""]";1;;505.0;;91.0;0.5
1;"[""fl""]";1;24.0;144579.0;;91.0;0.5
1;"[""fl""]";1;5.0;64136.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;;55785.0;;91.0;0.5
1;"[""fl""]";1;19.0;25000.0;;91.0;0.5
1;"[""ls""]";1;13.0;206.0;;91.0;0.5
1;"[""eq""]";1;3.0;3600.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;;5000.0;16911.0;91.0;0.5
1;"[""vo""]";1;1.0;15060.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;5.0;1610.0;;91.0;0.5
1;"[""fl""]";1;1.0;29550.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;;10000.0;;91.0;0.5
1;"[""fl""]";1;18.0;9674.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;20.0;40000.0;;91.0;0.5
1;"[""ew""]";1;12.0;41500.0;;91.0;0.5
1;"[""eq""]";1;;300002.0;8723726.0;91.0;0.5
1;"[""ls""]";1;53.0;50696.0;671056.0;91.0;0.5
3;"[""ew"", ""fl"", ""fl""]";3;;435000.0;;91.0;0.5
1;"[""fl""]";1;1.0;17767.0;;91.0;0.5
9;"[""ls"", ""fl"", ""ls"", ""ls"", ""ls"", ""fl"", ""ls"", ""ls"", ""eq"", ""ls""]";10;;;;91.0;0.5
1;"[""ew"", ""fl""]";2;8.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;6.0;46713.0;4236.0;91.0;0.5
1;"[""fl""]";1;24.0;;;91.0;0.5
2;"[""ew"", ""ls"", ""fl"", ""ew"", ""fl""]";5;18.0;384000.0;;91.0;0.5
1;"[""fl""]";1;1.0;40411.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;2.0;100.0;84687.0;91.0;0.5
3;"[""ew"", ""fl"", ""fl"", ""ls""]";4;;;;91.0;0.5
1;"[""fl""]";1;;8750.0;;91.0;0.5
1;"[""ls""]";1;27.0;;;91.0;0.5
2;"[""fl"", ""ew""]";2;;;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;8.0;;;91.0;0.5
4;"[""vo"", ""ew"", ""ls"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls""]";8;;;;91.0;0.5
1;"[""ew"", ""fl""]";2;4.0;;;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""ew""]";1;1.0;;;91.0;0.5
1;"[""ls""]";1;30.0;;;91.0;0.5
4;"[""ew"", ""ls"", ""fl"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls"", ""ls""]";9;78.0;;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;15.0;2506.0;201317.0;91.0;0.5
1;"[""dr""]";1;;62000.0;;91.0;0.5
1;"[""fl""]";1;15.0;500000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;291.0;12428.0;104685.0;91.0;0.5
3;"[""dr"", ""fl"", ""fl""]";3;;632000.0;;91.0;0.5
1;"[""fl""]";1;;2000.0;;91.0;0.5
2;"[""ew"", ""fl""]";2;6.0;;230172.0;91.0;0.5
1;"[""ew""]";1;9.0;1500.0;;91.0;0.5
1;"[""fl""]";1;258.0;8970653.0;445581.0;91.0;0.5
1;"[""ls""]";1;13.0;18.0;;91.0;0.5
4;"[""ew"", ""ew"", ""fl"", ""fl""]";4;130.0;1463025.0;457660.0;91.0;0.5
1;"[""fl""]";1;23.0;45214.0;88579.0;91.0;0.5
1;"[""fl""]";1;;80391.0;;91.0;0.5
1;"[""fl""]";1;8.0;;93948.0;91.0;0.5
1;"[""ew"", ""ls""]";2;32.0;;13421.0;91.0;0.5
1;"[""ew"", ""ts"", ""fl""]";3;45.0;260049.0;76500.0;91.0;0.5
3;"[""ew"", ""ew"", ""fl"", ""ls"", ""ew""]";5;;;;91.0;0.5
1;"[""ts"", ""ts""]";2;530.0;11864.0;;91.0;0.5
1;"[""ew"", ""ls""]";2;;12000.0;;91.0;0.5
1;"[""ew""]";1;;2500.0;;91.0;0.5
1;"[""fl""]";1;31.0;39008.0;144545.0;91.0;0.5
1;"[""ew""]";1;;6100.0;33553.0;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;14.0;181000.0;671.0;91.0;0.5
1;"[""ew"", ""fl""]";2;22.0;;;91.0;0.5
1;"[""cw""]";1;200.0;;;91.0;0.5
1;"[""cw""]";1;122.0;;;91.0;0.5
2;"[""fl"", ""ls"", ""fl"", ""ls""]";4;27.0;3106.0;;91.0;0.5
2;"[""ew"", ""fl"", ""ls""]";3;51.0;2459699.0;;91.0;0.5
1;"[""cw""]";1;12.0;;;91.0;0.5
1;"[""dr""]";1;;200258.0;;91.0;0.5
1;"[""fl""]";1;16.0;200.0;;91.0;0.5
1;"[""eq""]";1;2.0;27030.0;177508.0;91.0;0.5
3;"[""ew"", ""fl"", ""fl"", ""ew"", ""fl""]";5;40.0;;;91.0;0.5
1;"[""eq""]";1;;104.0;;91.0;0.5
1;"[""vo""]";1;;14161.0;;91.0;0.5
1;"[""fl""]";1;7.0;164193.0;;91.0;0.5
1;"[""fl""]";1;50.0;10000.0;343581.0;91.0;0.5
1;"[""fl""]";1;;1350.0;;91.0;0.5
1;"[""fl""]";1;203.0;;29526.0;91.0;0.5
1;"[""fl"", ""ls""]";2;41.0;94800.0;228159.0;91.0;0.5
1;"[""cw""]";1;5.0;;;91.0;0.5
1;"[""fl""]";1;;1000.0;;91.0;0.5
1;"[""cw""]";1;3.0;;;91.0;0.5
1;"[""cw""]";1;;;;91.0;0.5
1;"[""fl""]";1;1.0;150.0;;91.0;0.5
1;"[""cw""]";1;;;;91.0;0.5
1;"[""cw""]";1;;;;91.0;0.5
1;"[""ew"", ""fl""]";2;;1765.0;;91.0;0.5
3;"[""ew"", ""fl"", ""ls"", ""fl"", ""cw""]";5;;;;91.0;0.5
1;"[""fl""]";1;;14000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;3.0;20000.0;;91.0;0.5
1;"[""cw""]";1;11.0;11.0;;91.0;0.5
1;"[""fl""]";1;;1750.0;;91.0;0.5
1;"[""fl""]";1;;5000.0;;91.0;0.5
1;"[""fl""]";1;;810.0;;91.0;0.5
1;"[""fl""]";1;;90.0;;91.0;0.5
1;"[""ls""]";1;145.0;;;91.0;0.5
2;"[""fl"", ""ls"", ""fl"", ""ls""]";4;15.0;30906.0;;91.0;0.5
1;"[""cw""]";1;;;;91.0;0.5
1;"[""fl""]";1;;1000.0;;91.0;0.5
1;"[""cw""]";1;2.0;;;91.0;0.5
1;"[""cw""]";1;2.0;;;91.0;0.5
1;"[""eq""]";1;7.0;25.0;;91.0;0.5
2;"[""cw"", ""ew""]";2;;;;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""fl""]";1;35.0;175000.0;9797416.0;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""ew""]";1;8.0;13.0;;91.0;0.5
1;"[""cw""]";1;80.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;6.0;10000.0;;91.0;0.5
2;"[""ew"", ""fl"", ""fl""]";3;80.0;206321.0;;91.0;0.5
1;"[""dr""]";1;;4805679.0;;91.0;0.5
1;"[""dr""]";1;;;10408319.0;91.0;0.5
1;"[""cw""]";1;50.0;100000.0;;91.0;0.5
2;"[""fl"", ""ls"", ""fl""]";3;;;;91.0;0.5
1;"[""fl""]";1;4.0;;;91.0;0.5
1;"[""cw""]";1;42.0;;160.0;91.0;0.5
1;"[""fl"", ""ls""]";2;900.0;45000.0;1301040.0;91.0;0.5
1;"[""ew""]";1;16.0;;;91.0;0.5
1;"[""ew""]";1;;32000.0;;91.0;0.5
2;"[""fl"", ""ew""]";2;23.0;;;91.0;0.5
1;"[""fl""]";1;;12000.0;;91.0;0.5
1;"[""eq""]";1;2.0;1000.0;;91.0;0.5
1;"[""ew""]";1;;;3903.0;91.0;0.5
1;"[""fl""]";1;11.0;;390312.0;91.0;0.5
1;"[""fl""]";1;2.0;20000.0;;91.0;0.5
2;"[""fl"", ""ls"", ""fl""]";3;65.0;1285324.0;650520.0;91.0;0.5
1;"[""cw""]";1;3.0;120000.0;650520.0;91.0;0.5
