No Records;Hazards;No hazards;Total deaths;Total affected;Total damages;Time lag;Spatial overlap
1;"[""fl""]";1;1.0;12000.0;;91.0;0.5
1;"[""fl""]";1;;41890.0;1887.0;91.0;0.5
1;"[""fl"", ""ls""]";2;4.0;224.0;726.0;91.0;0.5
1;"[""ew""]";1;3.0;6212.0;;91.0;0.5
1;"[""fl""]";1;;2000.0;;91.0;0.5
1;"[""fl""]";1;1.0;60000.0;1742.0;91.0;0.5
1;"[""fl""]";1;;4906.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;39.0;17539.0;36293.0;91.0;0.5
1;"[""ls""]";1;11.0;7525.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;16.0;57670.0;4065.0;91.0;0.5
1;"[""ls""]";1;1126.0;5926.0;3198.0;91.0;0.5
1;"[""fl""]";1;;3870.0;;91.0;0.5
1;"[""fl""]";1;5.0;2000.0;;91.0;0.5
1;"[""eq""]";1;;527.0;;91.0;0.5
1;"[""eq""]";1;4.0;1476.0;;91.0;0.5
1;"[""eq""]";1;;7006.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;;4500.0;;91.0;0.5
1;"[""ew""]";1;1.0;;;91.0;0.5
1;"[""fl""]";1;;600.0;;91.0;0.5
1;"[""ew""]";1;10.0;200.0;;91.0;0.5
1;"[""ew""]";1;1.0;;;91.0;0.5
1;"[""ew"", ""cw""]";2;4.0;;;91.0;0.5
1;"[""fl""]";1;1.0;1000.0;;91.0;0.5
1;"[""ew""]";1;4.0;5899.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;4.0;52500.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;3.0;75066.0;;91.0;0.5
1;"[""fl""]";1;61.0;113.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;10.0;42.0;1742065.0;91.0;0.5
1;"[""ts"", ""ts""]";2;3.0;1202.0;;91.0;0.5
1;"[""eq""]";1;4.0;319.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;;7030.0;1713031.0;91.0;0.5
1;"[""fl""]";1;8.0;116000.0;;91.0;0.5
1;"[""fl""]";1;6.0;4160.0;103072.0;91.0;0.5
2;"[""dr"", ""vo""]";2;;;;91.0;0.5
1;"[""vo""]";1;;8500.0;;91.0;0.5
1;"[""fl""]";1;;32000.0;;91.0;0.5
1;"[""fl""]";1;1.0;;;91.0;0.5
1;"[""eq""]";1;63.0;161418.0;61353.0;91.0;0.5
1;"[""fl"", ""ls""]";2;;35000.0;;91.0;0.5
1;"[""fl""]";1;60.0;17300.0;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
1;"[""fl""]";1;;1100.0;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
2;"[""ew"", ""ew"", ""fl""]";3;31.0;2965.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;1.0;5500.0;;91.0;0.5
1;"[""fl""]";1;;10000.0;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
1;"[""fl"", ""ls""]";2;;400.0;;91.0;0.5
1;"[""fl""]";1;;1000.0;;91.0;0.5
1;"[""fl""]";1;20.0;;;91.0;0.5
1;"[""fl""]";1;;200.0;;91.0;0.5
1;"[""fl""]";1;;500.0;;91.0;0.5
1;"[""eq""]";1;;12040.0;79845.0;91.0;0.5
1;"[""fl""]";1;;420.0;10759.0;91.0;0.5
1;"[""ls"", ""ls""]";2;1.0;13000.0;;91.0;0.5
1;"[""fl""]";1;8.0;13000.0;;91.0;0.5
1;"[""fl""]";1;;1200.0;4355.0;91.0;0.5
1;"[""ls"", ""ls""]";2;1.0;300.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;34.0;60106.0;;91.0;0.5
1;"[""ls""]";1;4.0;159.0;;91.0;0.5
1;"[""fl""]";1;5.0;;;91.0;0.5
1;"[""eq""]";1;;70.0;;91.0;0.5
1;"[""fl""]";1;3.0;25000.0;;91.0;0.5
1;"[""fl""]";1;14.0;2800.0;23228.0;91.0;0.5
1;"[""fl""]";1;;19000.0;;91.0;0.5
1;"[""vo""]";1;;;;91.0;0.5
1;"[""vo""]";1;;250.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;41.0;42000.0;4831.0;91.0;0.5
1;"[""fl""]";1;1.0;5000.0;;91.0;0.5
1;"[""ew""]";1;204.0;600000.0;;91.0;0.5
1;"[""fl""]";1;9.0;2000.0;;91.0;0.5
1;"[""fl""]";1;1.0;400.0;;91.0;0.5
3;"[""fl"", ""dr"", ""hw"", ""fl""]";4;159.0;18386935.0;;91.0;0.5
1;"[""fl""]";1;32.0;10800.0;;91.0;0.5
1;"[""fl""]";1;6.0;1100.0;;91.0;0.5
1;"[""fl""]";1;;300.0;;91.0;0.5
1;"[""vo""]";1;;;;91.0;0.5
1;"[""fl""]";1;;76000.0;;91.0;0.5
1;"[""hw""]";1;940.0;;;91.0;0.5
1;"[""fl""]";1;11.0;1000.0;;91.0;0.5
1;"[""fl""]";1;;500.0;;91.0;0.5
1;"[""fl""]";1;;100.0;;91.0;0.5
1;"[""fl""]";1;2.0;1500.0;;91.0;0.5
1;"[""fl""]";1;3.0;300.0;168588.0;91.0;0.5
1;"[""ew"", ""fl""]";2;;268.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;34.0;6232.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;236.0;29231.0;80135.0;91.0;0.5
1;"[""fl""]";1;;2000.0;;91.0;0.5
1;"[""fl""]";1;2.0;2400.0;10162.0;91.0;0.5
1;"[""fl""]";1;;5000.0;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
2;"[""hw"", ""fl""]";2;177.0;;;91.0;0.5
1;"[""fl""]";1;4.0;1500.0;11614.0;91.0;0.5
2;"[""fl"", ""ls"", ""fl"", ""ls""]";4;93.0;;;91.0;0.5
1;"[""hw""]";1;26.0;200.0;;91.0;0.5
1;"[""fl""]";1;;115.0;;91.0;0.5
2;"[""fl"", ""ls"", ""fl""]";3;44.0;6312.0;;91.0;0.5
1;"[""dr""]";1;;200000.0;;91.0;0.5
1;"[""fl""]";1;12.0;;;91.0;0.5
1;"[""ls""]";1;11.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;20.0;2416.0;;91.0;0.5
1;"[""fl""]";1;;5000.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;;;;91.0;0.5
1;"[""fl""]";1;13.0;300.0;;91.0;0.5
1;"[""fl""]";1;10.0;;;91.0;0.5
1;"[""fl""]";1;;4000.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;37.0;51680.0;4355.0;91.0;0.5
1;"[""hw""]";1;41.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;46.0;4630.0;;91.0;0.5
1;"[""fl""]";1;;6000.0;;91.0;0.5
1;"[""vo""]";1;;8500.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;278.0;84500.0;;91.0;0.5
1;"[""hw""]";1;164.0;;;91.0;0.5
1;"[""fl""]";1;1.0;1200.0;;91.0;0.5
1;"[""vo""]";1;5.0;300013.0;217758.0;91.0;0.5
1;"[""hw""]";1;1000.0;;;91.0;0.5
1;"[""fl""]";1;;2000.0;;91.0;0.5
1;"[""hw""]";1;2.0;;;91.0;0.5
1;"[""hw""]";1;21.0;;;91.0;0.5
1;"[""hw""]";1;1388.0;;;91.0;0.5
1;"[""ew""]";1;3.0;;;91.0;0.5
4;"[""vo"", ""fl"", ""ls"", ""eq"", ""ts""]";5;;3224868.0;;91.0;0.5
3;"[""fl"", ""ew"", ""fl"", ""ls"", ""fl"", ""ls""]";6;33.0;4100.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;8.0;4300.0;;91.0;0.5
1;"[""fl""]";1;7.0;1619.0;;91.0;0.5
1;"[""ew""]";1;;800.0;;91.0;0.5
1;"[""fl""]";1;;3000.0;;91.0;0.5
1;"[""fl""]";1;1.0;600.0;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
1;"[""fl""]";1;;;145172.0;91.0;0.5
2;"[""hw"", ""fl""]";2;;;;91.0;0.5
5;"[""fl"", ""fl"", ""fl"", ""dr"", ""eq""]";5;;1908310.0;;91.0;0.5
1;"[""eq""]";1;3.0;15427.0;31938.0;91.0;0.5
1;"[""ew""]";1;1.0;6535.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;26.0;15000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;;1500.0;;91.0;0.5
5;"[""hw"", ""fl"", ""ls"", ""fl"", ""fl"", ""ls"", ""fl""]";7;;;;91.0;0.5
1;"[""dr"", ""hw""]";2;;;327469.0;91.0;0.5
1;"[""fl""]";1;;150000.0;;91.0;0.5
1;"[""fl""]";1;6.0;3000.0;210500.0;91.0;0.5
1;"[""ew"", ""fl""]";2;6.0;140.0;47704.0;91.0;0.5
1;"[""fl""]";1;;10000.0;;91.0;0.5
1;"[""fl""]";1;1.0;1000.0;;91.0;0.5
1;"[""fl""]";1;;9000.0;;91.0;0.5
1;"[""ls""]";1;10.0;;;91.0;0.5
4;"[""hw"", ""ls"", ""fl"", ""ls"", ""fl"", ""ls""]";6;386.0;2880.0;;91.0;0.5
10;"[""fl"", ""dr"", ""hw"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls"", ""fl"", ""ls"", ""fl"", ""fl"", ""fl"", ""ew"", ""ls"", ""fl"", ""ew"", ""ls""]";18;1160.0;68230924.0;;91.0;0.5
1;"[""fl""]";1;4.0;46472.0;;91.0;0.5
1;"[""fl""]";1;498.0;10096.0;4646.0;91.0;0.5
11;"[""fl"", ""dr"", ""hw"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls"", ""fl"", ""ls"", ""fl"", ""fl"", ""fl"", ""ew"", ""ls"", ""fl"", ""ew"", ""fl"", ""ls"", ""ew"", ""fl""]";21;1621.0;70685274.0;;91.0;0.5
1;"[""fl""]";1;5.0;450.0;;91.0;0.5
1;"[""fl""]";1;60.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;42.0;50020.0;11614.0;91.0;0.5
1;"[""fl""]";1;3.0;1680.0;;91.0;0.5
1;"[""fl""]";1;27.0;6000.0;;91.0;0.5
1;"[""vo""]";1;;43849.0;;91.0;0.5
1;"[""fl""]";1;364.0;8000.0;;91.0;0.5
1;"[""ls""]";1;6.0;1200.0;;91.0;0.5
5;"[""hw"", ""fl"", ""ls"", ""fl"", ""fl"", ""ls"", ""fl""]";7;589.0;;;91.0;0.5
2;"[""fl"", ""ls"", ""fl"", ""ls""]";4;280.0;2555308.0;50723.0;91.0;0.5
2;"[""fl"", ""fl""]";2;4.0;44000.0;;91.0;0.5
1;"[""fl""]";1;;135775.0;;91.0;0.5
2;"[""fl"", ""ew"", ""fl""]";3;;19690.0;;91.0;0.5
1;"[""ls"", ""fl""]";2;147.0;80000.0;;91.0;0.5
1;"[""fl""]";1;;1500.0;;91.0;0.5
1;"[""fl""]";1;42.0;100000.0;;91.0;0.5
3;"[""fl"", ""eq"", ""fl""]";3;;;;91.0;0.5
2;"[""fl"", ""fl"", ""ls""]";3;34.0;15800.0;;91.0;0.5
1;"[""fl""]";1;;1200.0;;91.0;0.5
5;"[""hw"", ""ls"", ""fl"", ""ls"", ""fl"", ""fl""]";6;247.0;;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;7.0;10000.0;;91.0;0.5
1;"[""fl""]";1;52.0;;;91.0;0.5
1;"[""fl""]";1;;10000.0;;91.0;0.5
1;"[""fl""]";1;25.0;10000.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;10.0;12448.0;3629303.0;91.0;0.5
1;"[""ew"", ""fl""]";2;115.0;9135.0;;91.0;0.5
1;"[""ew""]";1;71.0;1467925.0;905874.0;91.0;0.5
1;"[""fl"", ""ls""]";2;;1900.0;;91.0;0.5
1;"[""ew""]";1;1.0;12.0;;91.0;0.5
5;"[""hw"", ""fl"", ""ls"", ""fl"", ""fl"", ""ls"", ""fl""]";7;493.0;;;91.0;0.5
1;"[""dr""]";1;;;;91.0;0.5
1;"[""fl""]";1;3.0;4250.0;579.0;91.0;0.5
8;"[""fl"", ""dr"", ""hw"", ""ls"", ""eq"", ""fl"", ""eq"", ""eq"", ""ls"", ""fl"", ""ls""]";11;;;;91.0;0.5
2;"[""vo"", ""vo""]";2;;3299.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;;250.0;;91.0;0.5
3;"[""fl"", ""ls"", ""hw"", ""ew"", ""fl""]";5;38.0;;;91.0;0.5
1;"[""fl""]";1;60.0;;;91.0;0.5
1;"[""eq"", ""ls"", ""ts""]";3;;3529.0;217758.0;91.0;0.5
1;"[""ew"", ""ls""]";2;3.0;600.0;;91.0;0.5
1;"[""fl""]";1;;135.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;;90.0;;91.0;0.5
1;"[""fl"", ""ts""]";2;;7324.0;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
1;"[""fl"", ""ls""]";2;;240.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;1.0;602.0;;91.0;0.5
1;"[""fl""]";1;;4000.0;;91.0;0.5
1;"[""fl""]";1;;2528.0;;91.0;0.5
1;"[""fl""]";1;35.0;155500.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;144.0;753000.0;;91.0;0.5
1;"[""fl""]";1;11.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;25.0;333002.0;4355.0;91.0;0.5
7;"[""hw"", ""fl"", ""ls"", ""fl"", ""fl"", ""ls"", ""fl"", ""ew"", ""fl"", ""fl""]";10;800.0;;;91.0;0.5
3;"[""fl"", ""fl"", ""fl""]";3;62.0;331000.0;;91.0;0.5
1;"[""eq""]";1;;20000.0;;91.0;0.5
1;"[""fl""]";1;80.0;361600.0;;91.0;0.5
1;"[""fl""]";1;47.0;63015.0;460196.0;91.0;0.5
1;"[""fl""]";1;;1000.0;;91.0;0.5
1;"[""fl""]";1;6.0;;;91.0;0.5
1;"[""cw""]";1;1.0;;;91.0;0.5
1;"[""cw""]";1;6.0;;;91.0;0.5
5;"[""ls"", ""ls"", ""ew"", ""fl"", ""ls"", ""ew"", ""fl"", ""cw""]";8;34.0;;;91.0;0.5
1;"[""ew""]";1;9.0;207.0;;91.0;0.5
1;"[""eq""]";1;;12000.0;422.0;91.0;0.5
1;"[""fl"", ""ls""]";2;6.0;5000.0;;91.0;0.5
1;"[""fl""]";1;20.0;18020.0;;91.0;0.5
3;"[""ew"", ""ew"", ""fl"", ""ls"", ""ew"", ""ls""]";6;46.0;319281.0;;91.0;0.5
1;"[""fl""]";1;166.0;17580.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;1.0;5000.0;;91.0;0.5
1;"[""fl""]";1;11.0;20010.0;;91.0;0.5
1;"[""ls""]";1;24.0;2000.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;95.0;1226360.0;661985.0;91.0;0.5
1;"[""fl""]";1;;3600.0;;91.0;0.5
1;"[""eq""]";1;1.0;114.0;;91.0;0.5
3;"[""ew"", ""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""ew""]";7;1669.0;6732465.0;;91.0;0.5
2;"[""fl"", ""ew""]";2;12.0;;;91.0;0.5
1;"[""eq"", ""ls""]";2;8.0;1200.0;;91.0;0.5
1;"[""eq""]";1;;16470.0;;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""eq""]";1;;12050.0;;91.0;0.5
1;"[""vo""]";1;;200.0;;91.0;0.5
1;"[""eq""]";1;2.0;42.0;;91.0;0.5
1;"[""ew""]";1;;;522620.0;91.0;0.5
2;"[""fl"", ""fl""]";2;;27105.0;;91.0;0.5
1;"[""dr""]";1;;42750.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;7.0;2000.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;1.0;7313.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;7.0;25719.0;;91.0;0.5
2;"[""fl"", ""ls"", ""fl"", ""ls""]";4;;440126.0;10688.0;91.0;0.5
1;"[""fl""]";1;4.0;1400000.0;;91.0;0.5
1;"[""fl""]";1;7.0;15000.0;;91.0;0.5
2;"[""fl"", ""ls"", ""ls""]";3;;205080.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;40.0;339495.0;127031.0;91.0;0.5
1;"[""fl""]";1;;6000.0;;91.0;0.5
2;"[""fl"", ""ls"", ""fl""]";3;23.0;237533.0;885869.0;91.0;0.5
1;"[""ls"", ""fl""]";2;32.0;3990.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;18.0;35000.0;;91.0;0.5
1;"[""ew""]";1;;;141146.0;91.0;0.5
1;"[""ew""]";1;;;141146.0;91.0;0.5
1;"[""ew""]";1;;;141146.0;91.0;0.5
1;"[""fl""]";1;105.0;40000.0;;91.0;0.5
1;"[""ew""]";1;;;564583.0;91.0;0.5
1;"[""ew""]";1;;;141146.0;91.0;0.5
1;"[""ew""]";1;4.0;;211718.0;91.0;0.5
1;"[""ew""]";1;7.0;;776301.0;91.0;0.5
1;"[""ew""]";1;6.0;;141146.0;91.0;0.5
1;"[""ew""]";1;2.0;2.0;635155.0;91.0;0.5
1;"[""ew""]";1;13.0;;1693748.0;91.0;0.5
1;"[""ew""]";1;3.0;;352864.0;91.0;0.5
1;"[""ew""]";1;11.0;130.0;7763012.0;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""ew""]";1;;;14115.0;91.0;0.5
1;"[""fl""]";1;;118755.0;;91.0;0.5
1;"[""fl""]";1;5.0;3500.0;;91.0;0.5
1;"[""fl""]";1;;2000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;17.0;47714.0;;91.0;0.5
1;"[""ew""]";1;7.0;;;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""ew""]";1;1.0;;;91.0;0.5
1;"[""ew""]";1;1.0;;;91.0;0.5
1;"[""fl""]";1;68.0;217087.0;1370524.0;91.0;0.5
1;"[""dr""]";1;;;;91.0;0.5
2;"[""ew"", ""ew""]";2;;7200.0;314144.0;91.0;0.5
1;"[""fl""]";1;10.0;500.0;13.0;91.0;0.5
1;"[""fl""]";1;7.0;33000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;;500.0;;91.0;0.5
1;"[""ew"", ""cw""]";2;2.0;;;91.0;0.5
1;"[""ew"", ""cw""]";2;16.0;;197604.0;91.0;0.5
1;"[""ew""]";1;10.0;162770.0;;91.0;0.5
1;"[""ew""]";1;2.0;;;91.0;0.5
1;"[""ew"", ""ls""]";2;2.0;90.0;;91.0;0.5
1;"[""ew""]";1;;;1694.0;91.0;0.5
1;"[""fl"", ""ls""]";2;74.0;11556.0;;91.0;0.5
1;"[""ew""]";1;20.0;20.0;846874.0;91.0;0.5
1;"[""ew"", ""fl""]";2;2.0;820.0;141146.0;91.0;0.5
3;"[""ls"", ""ls"", ""eq""]";3;95.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;146.0;1504317.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;6.0;;52224.0;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;80.0;215198.0;338750.0;91.0;0.5
1;"[""fl"", ""ls""]";2;104.0;20000.0;;91.0;0.5
1;"[""fl""]";1;5.0;70000.0;14115.0;91.0;0.5
1;"[""ew""]";1;;3500.0;;91.0;0.5
3;"[""fl"", ""ls"", ""cw"", ""ls"", ""ls""]";5;120.0;;;91.0;0.5
1;"[""fl""]";1;36.0;618.0;;91.0;0.5
1;"[""eq"", ""ts"", ""ls""]";3;1.0;41027.0;352864.0;91.0;0.5
1;"[""fl"", ""ls""]";2;3.0;3830.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;;300.0;;91.0;0.5
1;"[""fl""]";1;;1500.0;;91.0;0.5
1;"[""ts"", ""ls"", ""ts""]";3;52.0;2384.0;;91.0;0.5
1;"[""fl""]";1;1.0;280.0;;91.0;0.5
1;"[""ew""]";1;3.0;;;91.0;0.5
1;"[""ew"", ""ls""]";2;1.0;;;91.0;0.5
1;"[""fl""]";1;22.0;;19141.0;91.0;0.5
1;"[""fl"", ""ls""]";2;38.0;;;91.0;0.5
1;"[""eq""]";1;;201.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;1.0;17184.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;;845.0;282.0;91.0;0.5
1;"[""vo"", ""ls""]";2;;3000.0;;91.0;0.5
1;"[""ts"", ""ts""]";2;10.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;24.0;2035.0;;91.0;0.5
1;"[""eq""]";1;;4501.0;84687.0;91.0;0.5
1;"[""fl"", ""ls""]";2;15.0;121000.0;71.0;91.0;0.5
2;"[""fl"", ""fl""]";2;;120000.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;11.0;805.0;;91.0;0.5
1;"[""ew""]";1;14.0;145.0;;91.0;0.5
1;"[""fl""]";1;;1000.0;;91.0;0.5
1;"[""fl""]";1;;14000.0;36348.0;91.0;0.5
2;"[""fl"", ""fl""]";2;59.0;;;91.0;0.5
1;"[""fl""]";1;4.0;60000.0;;91.0;0.5
1;"[""fl""]";1;2.0;651.0;;91.0;0.5
1;"[""fl""]";1;;1649.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;13.0;3000.0;;91.0;0.5
1;"[""fl""]";1;2.0;1000.0;;91.0;0.5
1;"[""fl""]";1;1.0;550.0;564583.0;91.0;0.5
1;"[""fl""]";1;13.0;750.0;;91.0;0.5
1;"[""fl""]";1;9.0;16000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;1.0;947.0;;91.0;0.5
1;"[""hw"", ""dr""]";2;30.0;;;91.0;0.5
1;"[""hw""]";1;4.0;;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;76.0;20000.0;5504681.0;91.0;0.5
1;"[""ew"", ""fl""]";2;12.0;185009.0;;91.0;0.5
1;"[""fl""]";1;;500.0;;91.0;0.5
2;"[""ew"", ""fl"", ""ls""]";3;161.0;80285.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;;;;91.0;0.5
1;"[""fl""]";1;113.0;4000.0;;91.0;0.5
1;"[""fl""]";1;6.0;30000.0;5645827.0;91.0;0.5
1;"[""fl""]";1;12.0;;31052.0;91.0;0.5
1;"[""fl""]";1;130.0;2000.0;;91.0;0.5
2;"[""fl"", ""ls"", ""fl""]";3;544.0;;;91.0;0.5
1;"[""fl""]";1;29.0;50000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;58.0;5000.0;;91.0;0.5
1;"[""fl""]";1;62.0;10000.0;;91.0;0.5
1;"[""hw""]";1;500.0;;;91.0;0.5
1;"[""fl""]";1;1.0;7812.0;;91.0;0.5
1;"[""fl""]";1;10.0;10884.0;;91.0;0.5
1;"[""hw""]";1;5.0;;;91.0;0.5
1;"[""fl""]";1;150.0;565335.0;423437.0;91.0;0.5
1;"[""fl""]";1;9.0;47255.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;;104920.0;;91.0;0.5
1;"[""vo""]";1;;9758.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;111.0;11300000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;29.0;350000.0;112917.0;91.0;0.5
1;"[""fl""]";1;9.0;2500.0;;91.0;0.5
1;"[""hw""]";1;;150.0;;91.0;0.5
1;"[""hw""]";1;1.0;89.0;;91.0;0.5
1;"[""hw""]";1;;;;91.0;0.5
1;"[""fl""]";1;44.0;35000.0;142770.0;91.0;0.5
1;"[""fl"", ""fl"", ""ls""]";3;83.0;112742.0;464369.0;91.0;0.5
1;"[""fl""]";1;;300.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;1110.0;13771380.0;141146.0;91.0;0.5
3;"[""hw"", ""fl"", ""fl""]";3;;;;91.0;0.5
2;"[""eq"", ""fl"", ""ls"", ""fl""]";4;32.0;7128.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;88.0;3389.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;214.0;640706.0;3387.0;91.0;0.5
1;"[""fl""]";1;15.0;2000.0;;91.0;0.5
1;"[""fl""]";1;7.0;57274.0;;91.0;0.5
1;"[""fl""]";1;52.0;121043.0;;91.0;0.5
1;"[""fl""]";1;;38000.0;;91.0;0.5
1;"[""fl""]";1;;2000.0;;91.0;0.5
2;"[""fl"", ""ls"", ""fl"", ""ls""]";4;631.0;105034000.0;;91.0;0.5
1;"[""vo""]";1;;14036.0;;91.0;0.5
1;"[""fl""]";1;50.0;;;91.0;0.5
1;"[""fl""]";1;41.0;141331.0;;91.0;0.5
1;"[""dr""]";1;;;;91.0;0.5
1;"[""fl""]";1;;4500.0;;91.0;0.5
2;"[""fl"", ""ls"", ""hw""]";3;64.0;13000.0;;91.0;0.5
1;"[""eq"", ""ts"", ""ls""]";3;2.0;7512.0;592812.0;91.0;0.5
1;"[""fl""]";1;8.0;10296.0;;91.0;0.5
1;"[""fl""]";1;12.0;;;91.0;0.5
1;"[""fl""]";1;2.0;186.0;;91.0;0.5
1;"[""fl""]";1;8.0;10.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;74.0;55000.0;;91.0;0.5
1;"[""fl""]";1;74.0;416130.0;183489.0;91.0;0.5
1;"[""fl""]";1;1.0;101.0;494010.0;91.0;0.5
3;"[""hw"", ""fl"", ""fl""]";3;313.0;;;91.0;0.5
1;"[""fl""]";1;8.0;5300.0;;91.0;0.5
2;"[""fl"", ""ls"", ""fl""]";3;561.0;107434000.0;;91.0;0.5
1;"[""fl""]";1;3.0;3000.0;;91.0;0.5
1;"[""fl""]";1;1.0;;;91.0;0.5
1;"[""fl""]";1;56.0;332600.0;;91.0;0.5
1;"[""ls""]";1;20.0;6.0;;91.0;0.5
1;"[""fl""]";1;2.0;19000.0;1411.0;91.0;0.5
1;"[""fl""]";1;44.0;20.0;461713.0;91.0;0.5
1;"[""fl""]";1;1.0;102.0;;91.0;0.5
3;"[""fl"", ""fl"", ""vo""]";3;;247386.0;;91.0;0.5
4;"[""ls"", ""fl"", ""fl"", ""fl"", ""ls""]";5;167.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;76.0;15000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;29.0;718045.0;100.0;91.0;0.5
1;"[""eq"", ""ts"", ""ls""]";3;593.0;658331.0;846874.0;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;1.0;6.0;423437.0;91.0;0.5
7;"[""ew"", ""fl"", ""fl"", ""ew"", ""cw"", ""ew"", ""fl"", ""fl"", ""fl"", ""ew"", ""fl""]";11;75.0;;;91.0;0.5
1;"[""ew"", ""fl""]";2;1.0;;56458.0;91.0;0.5
1;"[""ew""]";1;13.0;;;91.0;0.5
1;"[""ew""]";1;;20000.0;20956.0;91.0;0.5
1;"[""ew"", ""fl""]";2;1.0;1600.0;56458.0;91.0;0.5
1;"[""ew"", ""fl""]";2;2.0;7530.0;28229.0;91.0;0.5
4;"[""eq"", ""fl"", ""ls"", ""fl"", ""ls"", ""fl"", ""ls""]";7;725.0;105603329.0;6793559.0;91.0;0.5
1;"[""fl""]";1;12.0;170000.0;;91.0;0.5
1;"[""fl""]";1;1.0;17000.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;4.0;982.0;1411457.0;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;;;423437.0;91.0;0.5
1;"[""fl""]";1;11.0;17500.0;36698.0;91.0;0.5
2;"[""fl"", ""fl""]";2;3.0;54120.0;;91.0;0.5
1;"[""ew""]";1;6.0;;;91.0;0.5
1;"[""fl""]";1;;20685.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;4.0;1000.0;;91.0;0.5
