;Records;No records;Hazards;No hazards
2010-0510-MEX;"[""2010-0426-MEX"", ""2010-0494-MEX"", ""2010-0467-MEX"", ""2010-0503-MEX"", ""2010-0510-MEX""]";5;"[""ew"", ""ls"", ""fl"", ""ew"", ""fl"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls"", ""ls""]";11
2010-0501-JAM;"[""2010-0501-JAM""]";1;"[""ew"", ""fl"", ""ls""]";3
2010-9556-BRA;"[""2010-9556-BRA""]";1;"[""dr""]";1
2010-0676-BGD;"[""2010-0676-BGD""]";1;"[""fl""]";1
2010-0515-VNM;"[""2010-0515-VNM""]";1;"[""fl""]";1
2010-0512-IDN;"[""2010-0512-IDN""]";1;"[""fl"", ""ls""]";2
2010-0536-MLI;"[""2010-0536-MLI""]";1;"[""fl""]";1
2010-0551-LCA;"[""2010-0551-LCA""]";1;"[""fl""]";1
2010-0530-CHN;"[""2010-0530-CHN""]";1;"[""fl""]";1
2010-0567-BDI;"[""2010-0567-BDI""]";1;"[""ew""]";1
2010-0552-THA;"[""2010-0552-THA""]";1;"[""fl""]";1
2010-0533-IDN;"[""2010-0533-IDN""]";1;"[""ls""]";1
2010-0539-VNM;"[""2010-0515-VNM"", ""2010-0539-VNM""]";2;"[""fl"", ""fl""]";2
2010-0553-AGO;"[""2010-0553-AGO""]";1;"[""fl""]";1
2010-0547-RUS;"[""2010-0547-RUS""]";1;"[""fl""]";1
2010-0580-SEN;"[""2010-0580-SEN""]";1;"[""fl""]";1
2010-0543-PHL;"[""2010-0543-PHL""]";1;"[""ew""]";1
2010-0542-HTI;"[""2010-0508-HTI"", ""2010-0542-HTI""]";2;"[""ew"", ""fl"", ""fl""]";3
2010-0552-KHM;"[""2010-0552-KHM""]";1;"[""fl""]";1
2010-0543-TWN;"[""2010-0543-TWN""]";1;"[""ew"", ""ls""]";2
2010-0554-MMR;"[""2010-0554-MMR""]";1;"[""ew"", ""ts"", ""fl""]";3
2010-0543-CHN;"[""2010-0543-CHN""]";1;"[""ew""]";1
2010-0563-IDN;"[""2010-0563-IDN""]";1;"[""ts"", ""ts""]";2
2010-0571-DOM;"[""2010-0571-DOM""]";1;"[""ew"", ""ls""]";2
2010-0571-BRB;"[""2010-0571-BRB""]";1;"[""ew""]";1
2010-0573-VNM;"[""2010-0573-VNM""]";1;"[""fl""]";1
2010-0571-VCT;"[""2010-0571-VCT""]";1;"[""ew""]";1
2010-0571-LCA;"[""2010-0571-LCA""]";1;"[""ew"", ""fl"", ""ls""]";3
2010-0692-ITA;"[""2010-0692-ITA""]";1;"[""ew"", ""fl"", ""ls""]";3
2010-0693-IND;"[""2010-0693-IND""]";1;"[""ew"", ""fl""]";2
2010-0615-POL;"[""2010-0615-POL""]";1;"[""cw""]";1
2010-0615-SVK;"[""2010-0615-SVK""]";1;"[""cw""]";1
2010-0575-CRI;"[""2010-0575-CRI""]";1;"[""fl"", ""ls""]";2
2010-0585-PHL;"[""2010-0543-PHL"", ""2010-0585-PHL""]";2;"[""ew"", ""fl"", ""ls""]";3
2010-0615-CZE;"[""2010-0615-CZE""]";1;"[""cw""]";1
2010-9082-DJI;"[""2010-9082-DJI""]";1;"[""dr""]";1
2010-0576-IDN;"[""2010-0576-IDN""]";1;"[""fl""]";1
2010-0574-SRB;"[""2010-0574-SRB""]";1;"[""eq""]";1
2010-0571-HTI;"[""2010-0508-HTI"", ""2010-0542-HTI"", ""2010-0571-HTI""]";3;"[""ew"", ""fl"", ""fl"", ""ew"", ""fl""]";5
2010-0592-PAN;"[""2010-0592-PAN""]";1;"[""fl"", ""ls""]";2
2010-0591-IRN;"[""2010-0591-IRN""]";1;"[""eq""]";1
2010-0582-ITA;"[""2010-0692-ITA"", ""2010-0582-ITA""]";2;"[""ew"", ""fl"", ""ls"", ""fl""]";4
2010-0606-PHL;"[""2010-0606-PHL""]";1;"[""vo""]";1
2010-0583-LKA;"[""2010-0583-LKA""]";1;"[""fl""]";1
2010-0601-BEL;"[""2010-0601-BEL""]";1;"[""fl"", ""ls""]";2
2010-0597-VNM;"[""2010-0573-VNM"", ""2010-0597-VNM""]";2;"[""fl"", ""fl""]";2
2010-0594-MNE;"[""2010-0594-MNE""]";1;"[""fl""]";1
2010-0629-IND;"[""2010-0629-IND""]";1;"[""fl""]";1
2010-0616-VEN;"[""2010-0616-VEN""]";1;"[""fl"", ""ls""]";2
2010-0615-LTU;"[""2010-0615-LTU""]";1;"[""cw""]";1
2010-0624-AUS;"[""2010-0624-AUS""]";1;"[""fl""]";1
2010-0615-DEU;"[""2010-0615-DEU""]";1;"[""cw""]";1
2010-0615-FRA;"[""2010-0615-FRA""]";1;"[""cw""]";1
2010-0615-GBR;"[""2010-0615-GBR""]";1;"[""cw""]";1
2010-0619-GRC;"[""2010-0619-GRC""]";1;"[""fl""]";1
2010-0615-CHE;"[""2010-0615-CHE""]";1;"[""cw""]";1
2010-0615-PRT;"[""2010-0615-PRT""]";1;"[""cw""]";1
2010-0698-GAB;"[""2010-0698-GAB""]";1;"[""ew"", ""fl""]";2
2010-0615-ITA;"[""2010-0692-ITA"", ""2010-0582-ITA"", ""2010-0615-ITA""]";3;"[""ew"", ""fl"", ""ls"", ""fl"", ""cw""]";5
2010-0619-ALB;"[""2010-0619-ALB""]";1;"[""fl""]";1
2010-0619-BIH;"[""2010-0619-BIH""]";1;"[""fl"", ""ls""]";2
2010-0615-RUS;"[""2010-0615-RUS""]";1;"[""cw""]";1
2010-0619-SRB;"[""2010-0619-SRB""]";1;"[""fl""]";1
2010-0619-MNE;"[""2010-0619-MNE""]";1;"[""fl""]";1
2010-0619-HRV;"[""2010-0619-HRV""]";1;"[""fl""]";1
2010-0619-BGR;"[""2010-0619-BGR""]";1;"[""fl""]";1
2010-0625-COL;"[""2010-0625-COL""]";1;"[""ls""]";1
2010-0666-PAN;"[""2010-0666-PAN""]";1;"[""fl"", ""ls""]";2
2010-0678-ZAF;"[""2010-0678-ZAF""]";1;"[""ew"", ""fl""]";2
2010-0633-HRV;"[""2010-0633-HRV""]";1;"[""cw""]";1
2010-0651-USA;"[""2010-0651-USA""]";1;"[""fl""]";1
2010-0633-SRB;"[""2010-0633-SRB""]";1;"[""cw""]";1
2010-0633-BIH;"[""2010-0633-BIH""]";1;"[""cw""]";1
2010-0645-IRN;"[""2010-0645-IRN""]";1;"[""eq""]";1
2010-0652-DEU;"[""2010-0615-DEU"", ""2010-0652-DEU""]";2;"[""cw"", ""ew""]";2
2010-0652-FRA;"[""2010-0652-FRA""]";1;"[""ew""]";1
2010-0652-DNK;"[""2010-0652-DNK""]";1;"[""ew""]";1
2010-0652-BEL;"[""2010-0652-BEL""]";1;"[""ew""]";1
2010-0659-PHL;"[""2010-0659-PHL""]";1;"[""fl"", ""ls""]";2
2010-0656-AUS;"[""2010-0656-AUS""]";1;"[""fl""]";1
2010-0655-CAN;"[""2010-0655-CAN""]";1;"[""ew""]";1
2010-0655-USA;"[""2010-0655-USA""]";1;"[""ew""]";1
2010-0663-USA;"[""2010-0663-USA""]";1;"[""ew""]";1
2011-0007-IND;"[""2011-0007-IND""]";1;"[""cw""]";1
2011-0064-PER;"[""2011-0064-PER""]";1;"[""fl"", ""ls""]";2
2011-0100-ZAF;"[""2010-0678-ZAF"", ""2011-0100-ZAF""]";2;"[""ew"", ""fl"", ""fl""]";3
2010-9082-ETH;"[""2010-9082-ETH""]";1;"[""dr""]";1
2011-0002-CHN;"[""2011-0002-CHN""]";1;"[""cw""]";1
2011-0072-MOZ;"[""2011-0072-MOZ""]";1;"[""fl""]";1
2011-9363-USA;"[""2010-0651-USA"", ""2011-9363-USA""]";2;"[""fl"", ""dr""]";2
2011-0003-AGO;"[""2011-0003-AGO""]";1;"[""fl""]";1
2011-0024-LKA;"[""2011-0024-LKA""]";1;"[""fl"", ""ls""]";2
2011-0607-USA;"[""2011-0607-USA""]";1;"[""ew""]";1
2011-0018-BGD;"[""2011-0018-BGD""]";1;"[""cw""]";1
2011-0012-BEL;"[""2011-0012-BEL""]";1;"[""fl""]";1
2011-0012-DEU;"[""2011-0012-DEU""]";1;"[""fl""]";1
2011-0641-NPL;"[""2011-0641-NPL""]";1;"[""cw""]";1
2011-0014-BRA;"[""2011-0014-BRA""]";1;"[""fl"", ""ls""]";2
2011-0583-PER;"[""2011-0583-PER""]";1;"[""ew""]";1
2011-0071-VUT;"[""2011-0071-VUT""]";1;"[""ew""]";1
2011-0015-MOZ;"[""2011-0072-MOZ"", ""2011-0015-MOZ""]";2;"[""fl"", ""ew""]";2
2011-0023-IDN;"[""2011-0023-IDN""]";1;"[""fl""]";1
2011-0608-USA;"[""2010-0651-USA"", ""2011-9363-USA"", ""2011-0607-USA"", ""2011-0608-USA""]";4;"[""fl"", ""dr"", ""ew"", ""ew""]";4
2011-0104-PAK;"[""2011-0104-PAK""]";1;"[""eq""]";1
2011-0021-PHL;"[""2011-0021-PHL""]";1;"[""fl"", ""ls""]";2
2011-0091-TON;"[""2011-0091-TON""]";1;"[""ew""]";1
2011-0022-SAU;"[""2011-0022-SAU""]";1;"[""fl""]";1
2011-0020-MYS;"[""2011-0020-MYS""]";1;"[""fl""]";1
2011-0029-USA;"[""2010-0651-USA"", ""2011-9363-USA"", ""2011-0607-USA"", ""2011-0608-USA"", ""2011-0029-USA""]";5;"[""fl"", ""dr"", ""ew"", ""ew"", ""ew"", ""cw""]";6
2011-0049-LKA;"[""2011-0024-LKA"", ""2011-0049-LKA""]";2;"[""fl"", ""ls"", ""fl""]";3
2011-0105-MEX;"[""2011-0105-MEX""]";1;"[""cw""]";1
2011-0044-PHL;"[""2011-0021-PHL"", ""2011-0044-PHL""]";2;"[""fl"", ""ls"", ""fl""]";3
2011-0030-CHN;"[""2011-0030-CHN""]";1;"[""eq""]";1
2011-0043-LSO;"[""2011-0043-LSO""]";1;"[""fl""]";1
2011-0095-ECU;"[""2011-0095-ECU""]";1;"[""fl"", ""ls""]";2
2011-0070-SLB;"[""2011-0070-SLB""]";1;"[""ew"", ""fl""]";2
2011-0070-PNG;"[""2011-0070-PNG""]";1;"[""ew""]";1
2011-0070-AUS;"[""2011-0070-AUS""]";1;"[""ew"", ""fl""]";2
2011-0094-IDN;"[""2011-0094-IDN""]";1;"[""fl""]";1
2011-0042-AFG;"[""2011-0042-AFG""]";1;"[""fl""]";1
2011-0642-AFG;"[""2011-0642-AFG""]";1;"[""ew"", ""ls""]";2
2011-0057-MDG;"[""2011-0057-MDG""]";1;"[""ew"", ""fl""]";2
2011-0040-BOL;"[""2011-0040-BOL""]";1;"[""fl"", ""ls""]";2
2011-0065-BDI;"[""2011-0065-BDI""]";1;"[""ew""]";1
2011-0101-PHL;"[""2011-0101-PHL""]";1;"[""vo""]";1
2011-0068-NZL;"[""2011-0068-NZL""]";1;"[""eq""]";1
2011-0107-BOL;"[""2011-0040-BOL"", ""2011-0107-BOL""]";2;"[""fl"", ""ls"", ""ls""]";3
2010-9082-UGA;"[""2010-9082-UGA""]";1;"[""dr""]";1
2011-0092-BWA;"[""2011-0092-BWA""]";1;"[""fl""]";1
2011-0092-ZWE;"[""2011-0092-ZWE""]";1;"[""fl""]";1
2011-0092-AGO;"[""2011-0092-AGO""]";1;"[""fl""]";1
2011-0092-ZMB;"[""2011-0092-ZMB""]";1;"[""fl""]";1
2011-0092-MOZ;"[""2011-0092-MOZ""]";1;"[""fl""]";1
2011-0081-NAM;"[""2011-0081-NAM""]";1;"[""fl""]";1
2011-0092-MWI;"[""2011-0092-MWI""]";1;"[""fl""]";1
2011-0079-CHN;"[""2011-0079-CHN""]";1;"[""eq""]";1
2011-0088-IDN;"[""2011-0088-IDN""]";1;"[""fl""]";1
2011-0082-IDN;"[""2011-0082-IDN""]";1;"[""ts"", ""ts""]";2
2011-0086-BRA;"[""2011-0086-BRA""]";1;"[""fl"", ""ls""]";2
2011-0092-LSO;"[""2011-0092-LSO""]";1;"[""fl""]";1
2011-0080-AUS;"[""2011-0080-AUS""]";1;"[""fl""]";1
2011-0564-PHL;"[""2011-0564-PHL""]";1;"[""vo""]";1
2011-0645-IDN;"[""2011-0082-IDN"", ""2011-0645-IDN""]";2;"[""ts"", ""ts"", ""fl""]";3
2011-0180-BDI;"[""2011-0180-BDI""]";1;"[""fl""]";1
2011-0083-THA;"[""2011-0083-THA""]";1;"[""fl"", ""ls""]";2
2011-0090-CHN;"[""2011-0079-CHN"", ""2011-0090-CHN""]";2;"[""eq"", ""eq""]";2
2011-0090-MMR;"[""2011-0090-MMR""]";1;"[""eq""]";1
2011-0090-THA;"[""2011-0090-THA""]";1;"[""eq""]";1
2011-0592-PHL;"[""2011-0592-PHL""]";1;"[""fl"", ""ls""]";2
2011-0575-IDN;"[""2011-0082-IDN"", ""2011-0645-IDN"", ""2011-0575-IDN""]";3;"[""ts"", ""ts"", ""fl"", ""fl""]";4
2011-0132-COL;"[""2011-0132-COL""]";1;"[""fl"", ""ls""]";2
2011-0609-USA;"[""2011-0609-USA""]";1;"[""ew""]";1
2011-0131-CAN;"[""2011-0131-CAN""]";1;"[""fl""]";1
2011-0130-JPN;"[""2011-0130-JPN""]";1;"[""eq""]";1
2011-0178-KAZ;"[""2011-0178-KAZ""]";1;"[""fl""]";1
2011-0617-TZA;"[""2011-0617-TZA""]";1;"[""fl""]";1
2011-0179-VCT;"[""2011-0179-VCT""]";1;"[""fl"", ""ls""]";2
2011-0134-USA;"[""2011-0609-USA"", ""2011-0134-USA""]";2;"[""ew"", ""ew""]";2
2011-0593-IND;"[""2011-0593-IND""]";1;"[""ew""]";1
2011-0619-VEN;"[""2011-0619-VEN""]";1;"[""fl""]";1
2011-0135-CHN;"[""2011-0135-CHN""]";1;"[""ew""]";1
2011-0142-BRA;"[""2011-0142-BRA""]";1;"[""fl"", ""ls""]";2
2011-0145-USA;"[""2011-0609-USA"", ""2011-0134-USA"", ""2011-0145-USA""]";3;"[""ew"", ""ew"", ""ew"", ""fl""]";4
2011-0184-IRQ;"[""2011-0184-IRQ""]";1;"[""fl""]";1
2011-0141-PHL;"[""2011-0141-PHL""]";1;"[""ls""]";1
2011-0166-USA;"[""2011-0609-USA"", ""2011-0134-USA"", ""2011-0145-USA"", ""2011-0166-USA""]";4;"[""ew"", ""ew"", ""ew"", ""fl"", ""fl""]";5
2011-0632-AFG;"[""2011-0632-AFG""]";1;"[""fl""]";1
2011-0201-PER;"[""2011-0201-PER""]";1;"[""cw""]";1
2011-0562-PHL;"[""2011-0562-PHL""]";1;"[""fl""]";1
2011-0153-IDN;"[""2011-0153-IDN""]";1;"[""ls""]";1
2011-0157-PHL;"[""2011-0157-PHL""]";1;"[""ew"", ""fl"", ""ls""]";3
2011-0187-BRA;"[""2011-0187-BRA""]";1;"[""fl"", ""ls""]";2
2011-0156-CHN;"[""2011-0156-CHN""]";1;"[""ls""]";1
2011-0159-ESP;"[""2011-0159-ESP""]";1;"[""eq""]";1
2011-0646-USA;"[""2011-0609-USA"", ""2011-0134-USA"", ""2011-0145-USA"", ""2011-0166-USA"", ""2011-0646-USA""]";5;"[""ew"", ""ew"", ""ew"", ""fl"", ""fl"", ""fl""]";6
2011-0170-TUR;"[""2011-0170-TUR""]";1;"[""eq""]";1
2011-0176-IND;"[""2011-0176-IND""]";1;"[""ew""]";1
2011-0555-PHL;"[""2011-0157-PHL"", ""2011-0555-PHL""]";2;"[""ew"", ""fl"", ""ls"", ""ew"", ""fl""]";5
2011-0172-USA;"[""2011-0172-USA""]";1;"[""ew""]";1
2011-0175-MYS;"[""2011-0175-MYS""]";1;"[""ls""]";1
2011-0189-USA;"[""2011-0609-USA"", ""2011-0134-USA"", ""2011-0145-USA"", ""2011-0166-USA"", ""2011-0189-USA""]";5;"[""ew"", ""ew"", ""ew"", ""fl"", ""fl"", ""ew""]";6
2011-0200-RUS;"[""2011-0200-RUS""]";1;"[""fl""]";1
2011-0556-PER;"[""2011-0556-PER""]";1;"[""fl""]";1
2011-0590-LKA;"[""2011-0590-LKA""]";1;"[""fl""]";1
2011-0204-PHL;"[""2011-0157-PHL"", ""2011-0555-PHL"", ""2011-0204-PHL""]";3;"[""ew"", ""fl"", ""ls"", ""ew"", ""fl"", ""fl"", ""ls""]";7
2011-0199-DOM;"[""2011-0199-DOM""]";1;"[""fl""]";1
2011-0317-NPL;"[""2011-0317-NPL""]";1;"[""fl"", ""ls""]";2
2011-0202-CHN;"[""2011-0156-CHN"", ""2011-0227-CHN"", ""2011-0202-CHN""]";3;"[""ls"", ""fl"", ""ls"", ""fl""]";4
2011-0227-CHN;"[""2011-0156-CHN"", ""2011-0202-CHN"", ""2011-0227-CHN""]";3;"[""ls"", ""fl"", ""fl"", ""ls""]";4
2011-9207-THA;"[""2011-9207-THA""]";1;"[""dr""]";1
2011-0209-ARG;"[""2011-0209-ARG""]";1;"[""vo""]";1
2011-0209-CHL;"[""2011-0209-CHL""]";1;"[""vo""]";1
2011-0203-CHN;"[""2011-0156-CHN"", ""2011-0202-CHN"", ""2011-0227-CHN"", ""2011-0203-CHN""]";4;"[""ls"", ""fl"", ""fl"", ""ls"", ""ew""]";5
2011-0199-HTI;"[""2011-0199-HTI""]";1;"[""fl"", ""ls""]";2
2011-0387-CHN;"[""2011-0387-CHN""]";1;"[""eq"", ""ls""]";2
2011-0203-PHL;"[""2011-0203-PHL""]";1;"[""ew"", ""fl"", ""ls""]";3
2011-0296-TJK;"[""2011-0296-TJK""]";1;"[""fl""]";1
2011-0293-CAF;"[""2011-0293-CAF""]";1;"[""ew"", ""fl""]";2
2011-0295-GEO;"[""2011-0295-GEO""]";1;"[""fl"", ""ls""]";2
2011-0388-NZL;"[""2011-0388-NZL""]";1;"[""eq"", ""ls""]";2
2011-0576-PHL;"[""2011-0576-PHL""]";1;"[""ew""]";1
2011-0647-IND;"[""2011-0176-IND"", ""2011-0647-IND""]";2;"[""ew"", ""fl""]";2
2011-0576-VNM;"[""2011-0576-VNM""]";1;"[""ew""]";1
2011-0576-CHN;"[""2011-0576-CHN""]";1;"[""ew""]";1
2011-0228-MEX;"[""2011-0228-MEX""]";1;"[""ew"", ""fl"", ""ls""]";3
2011-0283-BEN;"[""2011-0283-BEN""]";1;"[""fl""]";1
2011-0231-PHL;"[""2011-0203-PHL"", ""2011-0231-PHL""]";2;"[""ew"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls""]";6
2011-0230-NGA;"[""2011-0230-NGA""]";1;"[""fl""]";1
2011-0232-VNM;"[""2011-0232-VNM""]";1;"[""ew"", ""fl""]";2
2011-0284-PRK;"[""2011-0284-PRK""]";1;"[""fl"", ""ls""]";2
2011-0218-LAO;"[""2011-0218-LAO""]";1;"[""fl""]";1
2011-0221-PHL;"[""2011-0157-PHL"", ""2011-0555-PHL"", ""2011-0204-PHL"", ""2011-0203-PHL"", ""2011-0231-PHL"", ""2011-0221-PHL""]";6;"[""ew"", ""fl"", ""ls"", ""ew"", ""fl"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls"", ""fl""]";14
2011-0238-UGA;"[""2011-0238-UGA""]";1;"[""ew""]";1
2011-0241-MEX;"[""2011-0241-MEX""]";1;"[""ew"", ""ls"", ""fl""]";3
2011-0573-JPN;"[""2011-0573-JPN""]";1;"[""hw""]";1
2011-0278-ECU;"[""2011-0278-ECU""]";1;"[""ls""]";1
2011-0215-NPL;"[""2011-0215-NPL""]";1;"[""fl""]";1
2011-0244-PHL;"[""2011-0244-PHL""]";1;"[""ls""]";1
2011-0586-BGD;"[""2011-0586-BGD""]";1;"[""ls""]";1
2011-0268-CHN;"[""2011-0268-CHN""]";1;"[""ls""]";1
2011-0250-KOR;"[""2011-0250-KOR""]";1;"[""fl"", ""ls""]";2
2011-0212-CHN;"[""2011-0576-CHN"", ""2011-0212-CHN""]";2;"[""ew"", ""fl"", ""ls""]";3
2011-0506-IDN;"[""2011-0506-IDN""]";1;"[""vo""]";1
2011-0214-NGA;"[""2011-0214-NGA""]";1;"[""fl""]";1
2011-0213-BRA;"[""2011-0213-BRA""]";1;"[""fl"", ""ls""]";2
2011-0510-NPL;"[""2011-0510-NPL""]";1;"[""ls""]";1
2011-0589-GTM;"[""2011-0589-GTM""]";1;"[""fl""]";1
2011-0589-MEX;"[""2011-0228-MEX"", ""2011-0589-MEX""]";2;"[""ew"", ""fl"", ""ls"", ""fl""]";4
2011-0243-TJK;"[""2011-0243-TJK""]";1;"[""eq""]";1
2011-0243-KGZ;"[""2011-0243-KGZ""]";1;"[""eq""]";1
2011-0574-JPN;"[""2011-0573-JPN"", ""2011-0574-JPN""]";2;"[""hw"", ""ew"", ""fl""]";3
2011-0264-USA;"[""2011-0264-USA""]";1;"[""hw""]";1
2011-0243-UZB;"[""2011-0243-UZB""]";1;"[""eq""]";1
2011-0267-GTM;"[""2011-0267-GTM""]";1;"[""ew""]";1
2011-0588-PHL;"[""2011-0588-PHL""]";1;"[""fl""]";1
2011-0543-NPL;"[""2011-0510-NPL"", ""2011-0543-NPL""]";2;"[""ls"", ""ls""]";2
2011-0267-MEX;"[""2011-0228-MEX"", ""2011-0589-MEX"", ""2011-0267-MEX""]";3;"[""ew"", ""fl"", ""ls"", ""fl"", ""ew"", ""fl""]";6
2011-0262-BGD;"[""2011-0262-BGD""]";1;"[""fl""]";1
2011-0270-GHA;"[""2011-0270-GHA""]";1;"[""fl""]";1
2011-0428-IND;"[""2011-0428-IND""]";1;"[""fl""]";1
2011-0427-BRA;"[""2011-0213-BRA"", ""2011-0427-BRA""]";2;"[""fl"", ""ls"", ""fl""]";3
2011-0331-PRK;"[""2011-0331-PRK""]";1;"[""fl""]";1
2011-0272-PHL;"[""2011-0272-PHL""]";1;"[""ew"", ""fl"", ""ls""]";3
2011-0426-KOR;"[""2011-0426-KOR""]";1;"[""fl"", ""ls""]";2
2011-0239-NGA;"[""2011-0239-NGA""]";1;"[""ew""]";1
2011-0306-RUS;"[""2011-0306-RUS""]";1;"[""ew""]";1
2011-0546-SEN;"[""2011-0546-SEN""]";1;"[""fl""]";1
2011-0421-CHN;"[""2011-0421-CHN""]";1;"[""fl""]";1
2011-0324-LAO;"[""2011-0324-LAO""]";1;"[""fl"", ""ls""]";2
2011-0462-MLI;"[""2011-0462-MLI""]";1;"[""fl""]";1
2011-0279-PHL;"[""2011-0272-PHL"", ""2011-0279-PHL""]";2;"[""ew"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls""]";6
2011-0303-MTQ;"[""2011-0303-MTQ""]";1;"[""ew""]";1
2011-0637-SDN;"[""2011-0637-SDN""]";1;"[""ew""]";1
2011-0303-HTI;"[""2011-0303-HTI""]";1;"[""ew""]";1
2011-0272-THA;"[""2011-0272-THA""]";1;"[""ew"", ""fl""]";2
2011-0303-DOM;"[""2011-0303-DOM""]";1;"[""ew""]";1
2011-0303-PRI;"[""2011-0303-PRI""]";1;"[""ew""]";1
2011-0279-CHN;"[""2011-0279-CHN""]";1;"[""ew"", ""fl""]";2
2011-0301-PHL;"[""2011-0272-PHL"", ""2011-0301-PHL""]";2;"[""ew"", ""fl"", ""ls"", ""fl""]";4
2011-0305-PHL;"[""2011-0305-PHL""]";1;"[""ls""]";1
2011-0326-THA;"[""2011-0272-THA"", ""2011-0326-THA""]";2;"[""ew"", ""fl"", ""fl"", ""ls""]";4
2011-0425-USA;"[""2011-0425-USA""]";1;"[""fl""]";1
2011-0279-PRK;"[""2011-0331-PRK"", ""2011-0279-PRK""]";2;"[""fl"", ""ew"", ""fl""]";3
2011-0644-PRY;"[""2011-0644-PRY""]";1;"[""ew""]";1
2011-0327-IND;"[""2011-0327-IND""]";1;"[""fl""]";1
2011-0364-KHM;"[""2011-0364-KHM""]";1;"[""fl""]";1
2011-0419-NER;"[""2011-0419-NER""]";1;"[""fl""]";1
2011-0601-CHN;"[""2011-0421-CHN"", ""2011-0601-CHN""]";2;"[""fl"", ""eq""]";2
2011-0347-PAK;"[""2011-0347-PAK""]";1;"[""fl""]";1
2011-0611-USA;"[""2011-0611-USA""]";1;"[""ew""]";1
2011-0422-IND;"[""2011-0422-IND""]";1;"[""fl""]";1
2011-0423-KEN;"[""2011-0423-KEN""]";1;"[""fl""]";1
2011-0424-IND;"[""2011-0424-IND""]";1;"[""fl""]";1
2011-0598-NER;"[""2011-0598-NER""]";1;"[""fl""]";1
2011-0329-ITA;"[""2011-0329-ITA""]";1;"[""hw""]";1
2011-0320-BEL;"[""2011-0320-BEL""]";1;"[""ew""]";1
2011-0376-UGA;"[""2011-0376-UGA""]";1;"[""fl"", ""ls""]";2
2011-0323-CAN;"[""2011-0323-CAN""]";1;"[""ew""]";1
2011-0328-PRI;"[""2011-0328-PRI""]";1;"[""ew"", ""fl""]";2
2011-0328-BHS;"[""2011-0328-BHS""]";1;"[""ew""]";1
2011-0633-MEX;"[""2011-0633-MEX""]";1;"[""fl""]";1
2011-0328-DOM;"[""2011-0328-DOM""]";1;"[""ew"", ""fl""]";2
2011-0328-HTI;"[""2011-0328-HTI""]";1;"[""ew"", ""ls""]";2
2011-0343-NGA;"[""2011-0343-NGA""]";1;"[""fl""]";1
2011-0341-PHL;"[""2011-0272-PHL"", ""2011-0279-PHL"", ""2011-0341-PHL""]";3;"[""ew"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls"", ""ew""]";7
2011-0328-USA;"[""2011-0425-USA"", ""2011-0611-USA"", ""2011-0328-USA""]";3;"[""fl"", ""ew"", ""ew"", ""fl""]";4
2011-0328-CAN;"[""2011-0328-CAN""]";1;"[""ew"", ""fl""]";2
2011-0338-GTM;"[""2011-0338-GTM""]";1;"[""fl""]";1
2011-0370-CHN;"[""2011-0279-CHN"", ""2011-0370-CHN""]";2;"[""ew"", ""fl"", ""fl"", ""ls""]";4
2011-0361-BRA;"[""2011-0361-BRA""]";1;"[""fl""]";1
2011-9363-MEX;"[""2011-9363-MEX""]";1;"[""dr""]";1
2011-0386-SLV;"[""2011-0386-SLV""]";1;"[""fl"", ""ls""]";2
2011-0386-COL;"[""2011-0386-COL""]";1;"[""fl"", ""ls""]";2
2011-9390-TUV;"[""2011-9390-TUV""]";1;"[""dr""]";1
2011-0463-GIN;"[""2011-0463-GIN""]";1;"[""fl""]";1
2011-0394-VNM;"[""2011-0394-VNM""]";1;"[""fl""]";1
2011-0454-JPN;"[""2011-0454-JPN""]";1;"[""ew"", ""fl"", ""ls""]";3
2011-0456-USA;"[""2011-0425-USA"", ""2011-0611-USA"", ""2011-0328-USA"", ""2011-0456-USA""]";4;"[""fl"", ""ew"", ""ew"", ""fl"", ""ew"", ""fl""]";6
2011-0389-IDN;"[""2011-0389-IDN""]";1;"[""eq""]";1
2011-0473-IND;"[""2011-0473-IND""]";1;"[""fl""]";1
2011-0359-VNM;"[""2011-0359-VNM""]";1;"[""fl""]";1
2011-0351-IND;"[""2011-0351-IND""]";1;"[""eq"", ""ls""]";2
2011-0351-CHN;"[""2011-0351-CHN""]";1;"[""eq""]";1
2011-0351-BTN;"[""2011-0351-BTN""]";1;"[""eq""]";1
2011-0351-NPL;"[""2011-0351-NPL""]";1;"[""eq""]";1
2011-0367-PHL;"[""2011-0367-PHL""]";1;"[""fl""]";1
2011-0373-GTM;"[""2011-0338-GTM"", ""2011-0373-GTM""]";2;"[""fl"", ""eq""]";2
2011-0366-GTM;"[""2011-0366-GTM""]";1;"[""ls""]";1
2011-0352-JPN;"[""2011-0454-JPN"", ""2011-0352-JPN""]";2;"[""ew"", ""fl"", ""ls"", ""ew"", ""fl""]";5
2011-0371-IND;"[""2011-0473-IND"", ""2011-0371-IND""]";2;"[""fl"", ""fl""]";2
