;Records;No records;Hazards;No hazards
2009-0494-KEN;"[""2009-0494-KEN""]";1;"[""fl"", ""ls""]";2
2009-0489-IRQ;"[""2009-0489-IRQ""]";1;"[""fl"", ""ls""]";2
2009-9415-ECU;"[""2009-9415-ECU""]";1;"[""dr""]";1
2009-0515-MEX;"[""2009-0515-MEX""]";1;"[""fl""]";1
2009-0571-POL;"[""2009-0571-POL""]";1;"[""cw""]";1
2009-9415-VEN;"[""2009-9415-VEN""]";1;"[""dr""]";1
2009-0560-BRA;"[""2009-0560-BRA""]";1;"[""fl""]";1
2009-0478-KHM;"[""2009-0478-KHM""]";1;"[""ew""]";1
2009-0478-VNM;"[""2009-0478-VNM""]";1;"[""ew"", ""fl""]";2
2009-0483-IND;"[""2009-0483-IND""]";1;"[""fl"", ""ls""]";2
2009-0493-IRN;"[""2009-0493-IRN""]";1;"[""eq""]";1
2009-0477-NIC;"[""2009-0477-NIC""]";1;"[""ew"", ""fl""]";2
2009-0530-SRB;"[""2009-0530-SRB""]";1;"[""fl"", ""ls""]";2
2009-0476-VNM;"[""2009-0476-VNM""]";1;"[""ls""]";1
2009-0477-SLV;"[""2009-0477-SLV""]";1;"[""ew"", ""fl"", ""ls""]";3
2009-0513-THA;"[""2009-0513-THA""]";1;"[""fl""]";1
2009-0479-IDN;"[""2009-0479-IDN""]";1;"[""eq""]";1
2009-0477-MEX;"[""2009-0515-MEX"", ""2009-0477-MEX""]";2;"[""fl"", ""ew""]";2
2009-0480-IDN;"[""2009-0480-IDN""]";1;"[""ls""]";1
2009-0487-CHN;"[""2009-0487-CHN""]";1;"[""ew""]";1
2009-0477-USA;"[""2009-0477-USA""]";1;"[""ew"", ""fl""]";2
2009-0484-TZA;"[""2009-0484-TZA""]";1;"[""fl"", ""ls""]";2
2009-0499-CHN;"[""2009-0487-CHN"", ""2009-0499-CHN""]";2;"[""ew"", ""ew""]";2
2009-0609-IND;"[""2009-0609-IND""]";1;"[""ew""]";1
2009-0512-BRA;"[""2009-0512-BRA""]";1;"[""fl"", ""ls""]";2
2009-0506-GBR;"[""2009-0506-GBR""]";1;"[""ew"", ""fl""]";2
2009-0509-ARG;"[""2009-0509-ARG""]";1;"[""fl""]";1
2009-0544-COD;"[""2009-0544-COD""]";1;"[""fl""]";1
2009-0500-CHN;"[""2009-0500-CHN""]";1;"[""ls""]";1
2009-0497-IRL;"[""2009-0497-IRL""]";1;"[""fl""]";1
2009-0605-ZAF;"[""2009-0605-ZAF""]";1;"[""ew""]";1
2009-0497-GBR;"[""2009-0497-GBR""]";1;"[""fl""]";1
2009-0610-MYS;"[""2009-0610-MYS""]";1;"[""fl""]";1
2009-0501-LKA;"[""2009-0501-LKA""]";1;"[""fl""]";1
2009-0507-TUR;"[""2009-0507-TUR""]";1;"[""ls"", ""ls""]";2
2009-0531-URY;"[""2009-0531-URY""]";1;"[""fl""]";1
2009-0531-BRA;"[""2009-0531-BRA""]";1;"[""fl""]";1
2009-0511-MYS;"[""2009-0610-MYS"", ""2009-0511-MYS""]";2;"[""fl"", ""fl""]";2
2009-0555-PAN;"[""2009-0555-PAN""]";1;"[""fl"", ""ls""]";2
2009-0522-SAU;"[""2009-0522-SAU""]";1;"[""fl""]";1
2009-0521-PHL;"[""2009-0521-PHL""]";1;"[""ew"", ""ls""]";2
2009-0553-VUT;"[""2009-0553-VUT""]";1;"[""vo""]";1
2009-0595-NPL;"[""2009-0595-NPL""]";1;"[""cw""]";1
2009-0632-MNG;"[""2009-0632-MNG""]";1;"[""cw""]";1
2009-0660-PER;"[""2009-0660-PER""]";1;"[""fl"", ""ls""]";2
2009-0547-MWI;"[""2009-0547-MWI""]";1;"[""eq""]";1
2009-0540-IDN;"[""2009-0540-IDN""]";1;"[""fl""]";1
2009-0550-AGO;"[""2009-0550-AGO""]";1;"[""fl""]";1
2009-0554-FJI;"[""2009-0554-FJI""]";1;"[""ew"", ""fl""]";2
2009-0551-LKA;"[""2009-0551-LKA""]";1;"[""fl""]";1
2009-0574-PHL;"[""2009-0574-PHL""]";1;"[""vo"", ""eq""]";2
2009-0595-BGD;"[""2009-0595-BGD""]";1;"[""cw""]";1
2009-0569-PER;"[""2009-0569-PER""]";1;"[""ls""]";1
2009-0571-FRA;"[""2009-0571-FRA""]";1;"[""cw""]";1
2009-0571-AUT;"[""2009-0571-AUT""]";1;"[""cw""]";1
2009-0571-DEU;"[""2009-0571-DEU""]";1;"[""cw""]";1
2009-0571-GBR;"[""2009-0571-GBR""]";1;"[""cw""]";1
2009-0573-MWI;"[""2009-0547-MWI"", ""2009-0573-MWI""]";2;"[""eq"", ""eq""]";2
2009-0571-ROU;"[""2009-0571-ROU""]";1;"[""cw""]";1
2009-0571-ITA;"[""2009-0571-ITA""]";1;"[""cw""]";1
2009-0571-UKR;"[""2009-0571-UKR""]";1;"[""cw""]";1
2009-0599-USA;"[""2009-0599-USA""]";1;"[""ew""]";1
2009-0597-KEN;"[""2009-0597-KEN""]";1;"[""fl"", ""ls""]";2
2009-0591-TZA;"[""2009-0591-TZA""]";1;"[""fl""]";1
2009-0607-MNE;"[""2009-0607-MNE""]";1;"[""fl""]";1
2009-0589-AUS;"[""2009-0589-AUS""]";1;"[""fl""]";1
2009-0590-MAR;"[""2009-0590-MAR""]";1;"[""fl""]";1
2009-0631-ALB;"[""2009-0631-ALB""]";1;"[""fl""]";1
2009-0586-ARG;"[""2009-0586-ARG""]";1;"[""fl""]";1
2010-9077-VCT;"[""2010-9077-VCT""]";1;"[""dr""]";1
2010-0031-PHL;"[""2010-0031-PHL""]";1;"[""ls""]";1
2010-9077-GUY;"[""2010-9077-GUY""]";1;"[""dr""]";1
2010-0050-RUS;"[""2010-0050-RUS""]";1;"[""cw""]";1
2010-0050-BGR;"[""2010-0050-BGR""]";1;"[""cw""]";1
2010-0023-BOL;"[""2010-0023-BOL""]";1;"[""fl""]";1
2010-9077-BRB;"[""2010-9077-BRB""]";1;"[""dr""]";1
2010-0056-ECU;"[""2010-0056-ECU""]";1;"[""fl"", ""ls""]";2
2010-0009-BDI;"[""2010-0009-BDI""]";1;"[""fl""]";1
2010-0036-CHN;"[""2010-0036-CHN""]";1;"[""ew"", ""ls"", ""cw""]";3
2009-0595-IND;"[""2009-0595-IND""]";1;"[""cw""]";1
2010-0002-TJK;"[""2010-0002-TJK""]";1;"[""eq""]";1
2010-0003-SLB;"[""2010-0003-SLB""]";1;"[""eq"", ""ls"", ""ts""]";3
2010-0012-PAK;"[""2010-0012-PAK""]";1;"[""ls""]";1
2010-0027-USA;"[""2010-0027-USA""]";1;"[""eq""]";1
2010-0026-IDN;"[""2010-0026-IDN""]";1;"[""fl""]";1
2010-0028-PAN;"[""2010-0028-PAN""]";1;"[""fl""]";1
2010-0017-HTI;"[""2010-0017-HTI""]";1;"[""eq""]";1
2010-0020-PHL;"[""2010-0020-PHL""]";1;"[""fl"", ""ls""]";2
2010-0018-IRN;"[""2010-0018-IRN""]";1;"[""eq""]";1
2010-0667-CHN;"[""2010-0667-CHN""]";1;"[""eq"", ""ls""]";2
2010-0033-PHL;"[""2010-0033-PHL""]";1;"[""fl""]";1
2010-0021-PSE;"[""2010-0021-PSE""]";1;"[""fl""]";1
2010-0021-EGY;"[""2010-0021-EGY""]";1;"[""fl""]";1
2010-0054-SLB;"[""2010-0054-SLB""]";1;"[""fl""]";1
2010-0050-ROU;"[""2010-0050-ROU""]";1;"[""cw""]";1
2010-0034-IDN;"[""2010-0034-IDN""]";1;"[""fl""]";1
2010-0058-MEX;"[""2010-0058-MEX""]";1;"[""fl"", ""ls"", ""cw""]";3
2010-0050-SRB;"[""2010-0050-SRB""]";1;"[""cw""]";1
2010-0064-CHN;"[""2010-0064-CHN""]";1;"[""eq""]";1
2010-0122-BDI;"[""2010-0122-BDI""]";1;"[""fl""]";1
2010-0057-BRA;"[""2010-0057-BRA""]";1;"[""hw""]";1
2010-0045-USA;"[""2010-0027-USA"", ""2010-0045-USA""]";2;"[""eq"", ""ew""]";2
2010-0048-AFG;"[""2010-0048-AFG""]";1;"[""ls""]";1
2010-0052-IND;"[""2010-0052-IND""]";1;"[""ls""]";1
2010-0053-PAK;"[""2010-0053-PAK""]";1;"[""fl"", ""ls""]";2
2010-0065-PER;"[""2010-0065-PER""]";1;"[""fl""]";1
2010-0078-COK;"[""2010-0078-COK""]";1;"[""ew""]";1
2010-0066-AUS;"[""2010-0066-AUS""]";1;"[""fl""]";1
2010-0067-DOM;"[""2010-0067-DOM""]";1;"[""fl""]";1
2010-0067-HTI;"[""2010-0067-HTI""]";1;"[""fl"", ""ls""]";2
2010-0092-HTI;"[""2010-0092-HTI""]";1;"[""fl"", ""ls""]";2
2010-0073-PAK;"[""2010-0053-PAK"", ""2010-0073-PAK""]";2;"[""fl"", ""ls"", ""ls""]";3
2010-0070-ZMB;"[""2010-0070-ZMB""]";1;"[""ls""]";1
2010-0097-MOZ;"[""2010-0097-MOZ""]";1;"[""fl""]";1
2010-0075-IDN;"[""2010-0075-IDN""]";1;"[""fl"", ""ls""]";2
2010-0089-USA;"[""2010-0027-USA"", ""2010-0045-USA"", ""2010-0089-USA""]";3;"[""eq"", ""ew"", ""ew""]";3
2010-0084-UGA;"[""2010-0084-UGA""]";1;"[""ls""]";1
2010-0087-CHN;"[""2010-0087-CHN""]";1;"[""eq""]";1
2010-0091-CHL;"[""2010-0091-CHL""]";1;"[""ts"", ""ts""]";2
2010-0088-PRT;"[""2010-0088-PRT""]";1;"[""ew""]";1
2010-0088-ESP;"[""2010-0088-ESP""]";1;"[""ew""]";1
2010-0103-AUS;"[""2010-0103-AUS""]";1;"[""fl""]";1
2010-0088-DEU;"[""2010-0088-DEU""]";1;"[""ew""]";1
2010-0088-NLD;"[""2010-0088-NLD""]";1;"[""ew""]";1
2010-0088-BEL;"[""2010-0088-BEL""]";1;"[""ew""]";1
2010-0088-FRA;"[""2010-0088-FRA""]";1;"[""ew"", ""fl""]";2
2010-0088-CHE;"[""2010-0088-CHE""]";1;"[""ew""]";1
2010-0088-LUX;"[""2010-0088-LUX""]";1;"[""ew""]";1
2010-0088-GBR;"[""2010-0088-GBR""]";1;"[""ew""]";1
2010-0115-ETH;"[""2010-0115-ETH""]";1;"[""fl""]";1
2010-0206-IND;"[""2010-0206-IND""]";1;"[""hw""]";1
2010-0105-AGO;"[""2010-0105-AGO""]";1;"[""fl""]";1
2010-9132-THA;"[""2010-9132-THA""]";1;"[""dr""]";1
2010-0170-ISL;"[""2010-0170-ISL""]";1;"[""vo"", ""fl""]";2
2010-0101-SRB;"[""2010-0101-SRB""]";1;"[""fl""]";1
2010-0115-SOM;"[""2010-0115-SOM""]";1;"[""fl""]";1
2010-0116-ZMB;"[""2010-0070-ZMB"", ""2010-0116-ZMB""]";2;"[""ls"", ""fl""]";2
2010-0129-AFG;"[""2010-0129-AFG""]";1;"[""ls""]";1
2010-0668-TWN;"[""2010-0668-TWN""]";1;"[""eq""]";1
2010-0119-ZWE;"[""2010-0119-ZWE""]";1;"[""fl""]";1
2010-0093-TUR;"[""2010-0093-TUR""]";1;"[""eq""]";1
2010-0112-MAR;"[""2010-0112-MAR""]";1;"[""fl"", ""ls""]";2
2010-0104-MDG;"[""2010-0104-MDG""]";1;"[""ew"", ""fl"", ""ls""]";3
2010-0682-CHN;"[""2010-0682-CHN""]";1;"[""ls""]";1
2010-0612-USA;"[""2010-0027-USA"", ""2010-0045-USA"", ""2010-0089-USA"", ""2010-0612-USA""]";4;"[""eq"", ""ew"", ""ew"", ""ew"", ""fl""]";5
2010-0106-FJI;"[""2010-0106-FJI""]";1;"[""ew"", ""fl""]";2
2010-0133-COD;"[""2010-0133-COD""]";1;"[""fl""]";1
2010-0291-KAZ;"[""2010-0291-KAZ""]";1;"[""fl""]";1
2010-0126-AGO;"[""2010-0126-AGO""]";1;"[""fl""]";1
2010-0120-AUS;"[""2010-0120-AUS""]";1;"[""ew""]";1
2010-0127-MWI;"[""2010-0127-MWI""]";1;"[""fl""]";1
2010-0153-RUS;"[""2010-0153-RUS""]";1;"[""fl""]";1
2010-0128-NAM;"[""2010-0128-NAM""]";1;"[""fl""]";1
2010-0146-RWA;"[""2010-0146-RWA""]";1;"[""ls""]";1
2010-0162-USA;"[""2010-0027-USA"", ""2010-0045-USA"", ""2010-0089-USA"", ""2010-0612-USA"", ""2010-0162-USA""]";5;"[""eq"", ""ew"", ""ew"", ""ew"", ""fl"", ""fl""]";6
2010-0156-PER;"[""2010-0156-PER""]";1;"[""ls""]";1
2010-0147-BRA;"[""2010-0147-BRA""]";1;"[""fl"", ""ls""]";2
2010-0158-MEX;"[""2010-0158-MEX""]";1;"[""eq""]";1
2010-0168-COL;"[""2010-0168-COL""]";1;"[""fl""]";1
2010-0270-ECU;"[""2010-0270-ECU""]";1;"[""fl""]";1
2010-0694-IND;"[""2010-0694-IND""]";1;"[""ew""]";1
2010-0174-TJK;"[""2010-0174-TJK""]";1;"[""fl""]";1
2010-0171-IND;"[""2010-0694-IND"", ""2010-0171-IND""]";2;"[""ew"", ""ew""]";2
2010-0171-BGD;"[""2010-0171-BGD""]";1;"[""ew""]";1
2010-0169-CHN;"[""2010-0169-CHN""]";1;"[""eq""]";1
2010-0166-GAB;"[""2010-0166-GAB""]";1;"[""ew""]";1
2010-0205-BGD;"[""2010-0171-BGD"", ""2010-0205-BGD""]";2;"[""ew"", ""ew""]";2
2010-0669-AFG;"[""2010-0669-AFG""]";1;"[""eq"", ""ls""]";2
2010-0164-SOM;"[""2010-0164-SOM""]";1;"[""fl""]";1
2010-0163-USA;"[""2010-0163-USA""]";1;"[""ew""]";1
2010-0186-KEN;"[""2010-0186-KEN""]";1;"[""ls""]";1
2010-0187-USA;"[""2010-0163-USA"", ""2010-0187-USA""]";2;"[""ew"", ""ew"", ""fl""]";3
2010-0204-AZE;"[""2010-0204-AZE""]";1;"[""fl"", ""ls""]";2
2010-0176-AFG;"[""2010-0176-AFG""]";1;"[""fl""]";1
2010-0183-YEM;"[""2010-0183-YEM""]";1;"[""fl""]";1
2010-0177-IND;"[""2010-0694-IND"", ""2010-0171-IND"", ""2010-0177-IND""]";3;"[""ew"", ""ew"", ""ew"", ""fl""]";4
2010-0175-TJK;"[""2010-0174-TJK"", ""2010-0175-TJK""]";2;"[""fl"", ""fl"", ""ls""]";3
2010-0285-KEN;"[""2010-0285-KEN""]";1;"[""fl""]";1
2010-0191-LKA;"[""2010-0191-LKA""]";1;"[""fl""]";1
2010-0193-HUN;"[""2010-0193-HUN""]";1;"[""fl""]";1
2010-0193-CZE;"[""2010-0193-CZE""]";1;"[""fl"", ""ls""]";2
2010-0193-SVK;"[""2010-0193-SVK""]";1;"[""fl""]";1
2010-0199-RWA;"[""2010-0199-RWA""]";1;"[""ls""]";1
2010-0199-COD;"[""2010-0199-COD""]";1;"[""ls""]";1
2010-0193-SRB;"[""2010-0193-SRB""]";1;"[""fl""]";1
2010-0283-IND;"[""2010-0283-IND""]";1;"[""fl""]";1
2010-0273-NIC;"[""2010-0273-NIC""]";1;"[""fl""]";1
2010-0220-GTM;"[""2010-0220-GTM""]";1;"[""vo""]";1
2010-0232-PHL;"[""2010-0232-PHL""]";1;"[""fl""]";1
2010-0211-GTM;"[""2010-0220-GTM"", ""2010-0211-GTM""]";2;"[""vo"", ""ew"", ""ls""]";3
2010-0274-ECU;"[""2010-0274-ECU""]";1;"[""vo""]";1
2010-0239-CHN;"[""2010-0239-CHN""]";1;"[""fl"", ""ls""]";2
2010-0211-SLV;"[""2010-0211-SLV""]";1;"[""ew"", ""fl"", ""ls""]";3
2010-0211-HND;"[""2010-0211-HND""]";1;"[""ew""]";1
2010-0216-CHN;"[""2010-0239-CHN"", ""2010-0216-CHN""]";2;"[""fl"", ""ls"", ""ls""]";3
2010-9249-MLI;"[""2010-9249-MLI""]";1;"[""dr""]";1
2010-0281-PHL;"[""2010-0232-PHL"", ""2010-0281-PHL""]";2;"[""fl"", ""fl""]";2
2010-0217-SVK;"[""2010-0217-SVK""]";1;"[""fl""]";1
2010-9253-BOL;"[""2010-9253-BOL""]";1;"[""dr""]";1
2010-0344-CHN;"[""2010-0239-CHN"", ""2010-0344-CHN""]";2;"[""fl"", ""ls"", ""fl""]";3
2010-0372-RUS;"[""2010-0372-RUS""]";1;"[""hw""]";1
2010-0217-CZE;"[""2010-0217-CZE""]";1;"[""fl""]";1
2010-0193-HRV;"[""2010-0193-HRV""]";1;"[""fl""]";1
2010-0272-KGZ;"[""2010-0272-KGZ""]";1;"[""ls""]";1
2010-0255-TGO;"[""2010-0255-TGO""]";1;"[""fl""]";1
2010-0210-PAK;"[""2010-0210-PAK""]";1;"[""ew"", ""fl""]";2
2010-0210-OMN;"[""2010-0210-OMN""]";1;"[""ew""]";1
2010-0225-USA;"[""2010-0225-USA""]";1;"[""fl""]";1
2010-0231-BGD;"[""2010-0231-BGD""]";1;"[""ls""]";1
2010-0267-PAN;"[""2010-0267-PAN""]";1;"[""fl"", ""ls""]";2
2010-0233-FRA;"[""2010-0233-FRA""]";1;"[""fl"", ""ls""]";2
2010-0238-IDN;"[""2010-0238-IDN""]";1;"[""eq"", ""ls""]";2
2010-0689-USA;"[""2010-0689-USA""]";1;"[""ew"", ""fl""]";2
2010-0231-MMR;"[""2010-0231-MMR""]";1;"[""ls"", ""ls""]";2
2010-0248-BRA;"[""2010-0248-BRA""]";1;"[""fl"", ""ls""]";2
2010-0246-GHA;"[""2010-0246-GHA""]";1;"[""fl""]";1
2010-0252-BIH;"[""2010-0252-BIH""]";1;"[""fl""]";1
2010-0251-ROU;"[""2010-0251-ROU""]";1;"[""fl""]";1
2010-0282-PAK;"[""2010-0282-PAK""]";1;"[""fl""]";1
2010-0255-CIV;"[""2010-0255-CIV""]";1;"[""fl"", ""ls""]";2
2010-0269-BGD;"[""2010-0269-BGD""]";1;"[""fl""]";1
2010-0280-LBR;"[""2010-0280-LBR""]";1;"[""fl""]";1
2010-0275-UKR;"[""2010-0275-UKR""]";1;"[""fl""]";1
2010-0260-GTM;"[""2010-0260-GTM""]";1;"[""ew""]";1
2010-0260-NIC;"[""2010-0260-NIC""]";1;"[""ew""]";1
2010-0262-CHN;"[""2010-0239-CHN"", ""2010-0262-CHN""]";2;"[""fl"", ""ls"", ""ls""]";3
2010-0260-MEX;"[""2010-0260-MEX""]";1;"[""ew"", ""fl""]";2
2010-0294-PRY;"[""2010-0294-PRY""]";1;"[""cw""]";1
2010-0527-BEN;"[""2010-0527-BEN""]";1;"[""fl""]";1
2010-0343-PER;"[""2010-0343-PER""]";1;"[""cw""]";1
2010-0579-SSD;"[""2010-0579-SSD""]";1;"[""fl""]";1
2010-0294-CHL;"[""2010-0294-CHL""]";1;"[""cw""]";1
2010-0579-SDN;"[""2010-0579-SDN""]";1;"[""fl""]";1
2010-0294-URY;"[""2010-0294-URY""]";1;"[""cw""]";1
2010-0430-COL;"[""2010-0430-COL""]";1;"[""fl""]";1
2010-0294-ARG;"[""2010-0294-ARG""]";1;"[""cw""]";1
2010-0294-BOL;"[""2010-9253-BOL"", ""2010-0294-BOL""]";2;"[""dr"", ""cw""]";2
2010-0276-IND;"[""2010-0276-IND""]";1;"[""fl""]";1
2010-0278-MDA;"[""2010-0278-MDA""]";1;"[""fl""]";1
2010-0346-GIN;"[""2010-0346-GIN""]";1;"[""fl""]";1
2010-0319-SDN;"[""2010-0319-SDN""]";1;"[""fl""]";1
2010-0338-SAU;"[""2010-0338-SAU""]";1;"[""fl""]";1
2010-0381-CAF;"[""2010-0381-CAF""]";1;"[""fl""]";1
2010-0308-PHL;"[""2010-0308-PHL""]";1;"[""ew"", ""fl""]";2
2010-0321-IND;"[""2010-0321-IND""]";1;"[""fl""]";1
2010-0371-PHL;"[""2010-0371-PHL""]";1;"[""fl""]";1
2010-0454-GMB;"[""2010-0454-GMB""]";1;"[""fl""]";1
2010-0279-DOM;"[""2010-0279-DOM""]";1;"[""fl""]";1
2010-0308-CHN;"[""2010-0308-CHN""]";1;"[""ew""]";1
2010-0308-VNM;"[""2010-0308-VNM""]";1;"[""ew""]";1
2010-0311-JPN;"[""2010-0311-JPN""]";1;"[""fl""]";1
2010-0331-JPN;"[""2010-0311-JPN"", ""2010-0331-JPN""]";2;"[""fl"", ""hw""]";2
2010-0295-NER;"[""2010-0295-NER""]";1;"[""fl""]";1
2010-0363-IRN;"[""2010-0363-IRN""]";1;"[""eq""]";1
2010-0332-HKG;"[""2010-0332-HKG""]";1;"[""ew""]";1
2010-0293-PAK;"[""2010-0293-PAK""]";1;"[""fl""]";1
2010-0297-SAU;"[""2010-0338-SAU"", ""2010-0297-SAU""]";2;"[""fl"", ""fl""]";2
2010-0332-VNM;"[""2010-0332-VNM""]";1;"[""ew"", ""ls""]";2
2010-0301-IDN;"[""2010-0301-IDN""]";1;"[""fl"", ""ls""]";2
2010-0333-NPL;"[""2010-0333-NPL""]";1;"[""fl"", ""ls""]";2
2010-0357-COD;"[""2010-0357-COD""]";1;"[""fl""]";1
2010-0369-PRK;"[""2010-0369-PRK""]";1;"[""fl""]";1
2010-0367-AFG;"[""2010-0367-AFG""]";1;"[""fl"", ""ls""]";2
2010-0354-CHN;"[""2010-0354-CHN""]";1;"[""ls""]";1
2010-0341-PAK;"[""2010-0293-PAK"", ""2010-0341-PAK""]";2;"[""fl"", ""fl""]";2
2010-0361-IRN;"[""2010-0361-IRN""]";1;"[""eq""]";1
2010-0453-CIV;"[""2010-0453-CIV""]";1;"[""fl""]";1
2010-0703-SSD;"[""2010-0703-SSD""]";1;"[""fl""]";1
2010-0457-SLE;"[""2010-0457-SLE""]";1;"[""fl""]";1
2010-0379-NER;"[""2010-0295-NER"", ""2010-0379-NER""]";2;"[""fl"", ""fl""]";2
2010-0455-GNB;"[""2010-0455-GNB""]";1;"[""fl""]";1
2010-0447-HND;"[""2010-0447-HND""]";1;"[""fl""]";1
2010-0373-IND;"[""2010-0373-IND""]";1;"[""fl"", ""ls""]";2
2010-0380-DEU;"[""2010-0380-DEU""]";1;"[""fl"", ""fl""]";2
2010-0380-CZE;"[""2010-0380-CZE""]";1;"[""fl"", ""fl""]";2
2010-0377-CHN;"[""2010-0377-CHN""]";1;"[""ls""]";1
2010-0401-COL;"[""2010-0401-COL""]";1;"[""fl""]";1
2010-0389-SLE;"[""2010-0389-SLE""]";1;"[""ls""]";1
2010-0456-MLI;"[""2010-0456-MLI""]";1;"[""fl""]";1
2010-0420-SEN;"[""2010-0420-SEN""]";1;"[""fl""]";1
2010-0405-CHN;"[""2010-0354-CHN"", ""2010-0377-CHN"", ""2010-0405-CHN""]";3;"[""ls"", ""ls"", ""fl""]";3
2010-0394-CHN;"[""2010-0354-CHN"", ""2010-0377-CHN"", ""2010-0405-CHN"", ""2010-0394-CHN""]";4;"[""ls"", ""ls"", ""fl"", ""ls""]";4
2010-0398-PHL;"[""2010-0398-PHL""]";1;"[""fl""]";1
2010-0300-TCD;"[""2010-0300-TCD""]";1;"[""fl""]";1
2010-0491-NIC;"[""2010-0491-NIC""]";1;"[""fl""]";1
2010-0411-CHN;"[""2010-0411-CHN""]";1;"[""ls""]";1
2010-0415-CHN;"[""2010-0415-CHN""]";1;"[""fl""]";1
2010-0415-PRK;"[""2010-0369-PRK"", ""2010-0415-PRK""]";2;"[""fl"", ""fl""]";2
2010-0450-ETH;"[""2010-0450-ETH""]";1;"[""fl""]";1
2010-0426-MEX;"[""2010-0426-MEX""]";1;"[""ew"", ""ls"", ""fl""]";3
2010-0432-VNM;"[""2010-0432-VNM""]";1;"[""ew""]";1
2010-0428-IND;"[""2010-0428-IND""]";1;"[""ew""]";1
2010-0438-TUR;"[""2010-0438-TUR""]";1;"[""ls""]";1
2010-0442-GTM;"[""2010-0442-GTM""]";1;"[""fl"", ""ls""]";2
2010-0672-IRN;"[""2010-0672-IRN""]";1;"[""eq""]";1
2010-0468-ATG;"[""2010-0468-ATG""]";1;"[""ew"", ""fl""]";2
2010-0446-IDN;"[""2010-0446-IDN""]";1;"[""vo""]";1
2010-0673-CHN;"[""2010-0354-CHN"", ""2010-0377-CHN"", ""2010-0405-CHN"", ""2010-0394-CHN"", ""2010-0411-CHN"", ""2010-0673-CHN""]";6;"[""ls"", ""ls"", ""fl"", ""ls"", ""ls"", ""eq""]";6
2010-0443-HND;"[""2010-0443-HND""]";1;"[""fl"", ""ls""]";2
2010-0550-TGO;"[""2010-0550-TGO""]";1;"[""fl""]";1
2010-0465-AUS;"[""2010-0465-AUS""]";1;"[""fl"", ""ls""]";2
2010-0483-GHA;"[""2010-0483-GHA""]";1;"[""fl""]";1
2010-0479-PRK;"[""2010-0479-PRK""]";1;"[""ew"", ""fl"", ""ls""]";3
2010-0479-KOR;"[""2010-0479-KOR""]";1;"[""ew""]";1
2010-0463-NZL;"[""2010-0463-NZL""]";1;"[""eq""]";1
2010-0459-GTM;"[""2010-0442-GTM"", ""2010-0459-GTM""]";2;"[""fl"", ""ls"", ""ls""]";3
2010-0416-IND;"[""2010-0416-IND""]";1;"[""fl""]";1
2010-0516-GMB;"[""2010-0516-GMB""]";1;"[""fl""]";1
2010-0464-CHN;"[""2010-0354-CHN"", ""2010-0377-CHN"", ""2010-0405-CHN"", ""2010-0394-CHN"", ""2010-0411-CHN"", ""2010-0673-CHN"", ""2010-0464-CHN""]";7;"[""ls"", ""ls"", ""fl"", ""ls"", ""ls"", ""eq"", ""ls""]";7
2010-0470-CRI;"[""2010-0470-CRI""]";1;"[""fl"", ""ls""]";2
2010-0522-USA;"[""2010-0522-USA""]";1;"[""ew"", ""fl""]";2
2010-0691-CHN;"[""2010-0691-CHN""]";1;"[""ew""]";1
2010-0493-IND;"[""2010-0493-IND""]";1;"[""fl""]";1
2010-0488-PHL;"[""2010-0488-PHL""]";1;"[""fl"", ""ls""]";2
2010-0684-IDN;"[""2010-0684-IDN""]";1;"[""fl""]";1
2010-0494-MEX;"[""2010-0426-MEX"", ""2010-0494-MEX""]";2;"[""ew"", ""ls"", ""fl"", ""ew"", ""fl""]";5
2010-0526-GIN;"[""2010-0526-GIN""]";1;"[""fl""]";1
2010-0484-TWN;"[""2010-0484-TWN""]";1;"[""ew"", ""fl""]";2
2010-0492-IND;"[""2010-0428-IND"", ""2010-0493-IND"", ""2010-0492-IND""]";3;"[""ew"", ""fl"", ""fl"", ""ls""]";4
2010-0523-MRT;"[""2010-0523-MRT""]";1;"[""fl""]";1
2010-0484-CHN;"[""2010-0691-CHN"", ""2010-0484-CHN""]";2;"[""ew"", ""ew"", ""fl"", ""ls""]";4
2010-0467-MEX;"[""2010-0426-MEX"", ""2010-0494-MEX"", ""2010-0467-MEX""]";3;"[""ew"", ""ls"", ""fl"", ""ew"", ""fl"", ""fl"", ""ls""]";7
2010-0496-MEX;"[""2010-0496-MEX""]";1;"[""ls""]";1
2010-0508-HTI;"[""2010-0508-HTI""]";1;"[""ew"", ""fl""]";2
2010-0503-NIC;"[""2010-0503-NIC""]";1;"[""ew""]";1
2010-0503-VEN;"[""2010-0503-VEN""]";1;"[""ew"", ""fl"", ""ls""]";3
2010-0503-GTM;"[""2010-0442-GTM"", ""2010-0503-GTM""]";2;"[""fl"", ""ls"", ""ew"", ""fl"", ""ls""]";5
2010-0503-MEX;"[""2010-0426-MEX"", ""2010-0494-MEX"", ""2010-0467-MEX"", ""2010-0503-MEX""]";4;"[""ew"", ""ls"", ""fl"", ""ew"", ""fl"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls""]";10
2010-0503-HND;"[""2010-0503-HND""]";1;"[""ew"", ""fl""]";2
2010-0503-BLZ;"[""2010-0503-BLZ""]";1;"[""ew""]";1
2010-0503-SLV;"[""2010-0503-SLV""]";1;"[""ew""]";1
2010-0502-COL;"[""2010-0502-COL""]";1;"[""ls""]";1
