Events;No events;Hazards;No hazards;Total deaths;Total affected;Total damages;Time lag;Spatial overlap
['2009-0571-GBR'];1;"[""cw""]";1;3.0;47.0;;182;1
['2009-0547-MWI', '2009-0573-MWI'];2;"[""eq"", ""eq""]";2;4.0;20736.0;;182;1
['2009-0571-ITA'];1;"[""cw""]";1;;;;182;1
['2009-0571-UKR'];1;"[""cw""]";1;27.0;;;182;1
['2009-0599-USA'];1;"[""ew""]";1;19.0;;;182;1
['2009-0597-KEN'];1;"[""fl"", ""ls""]";2;40.0;91350.0;;182;1
['2009-0591-TZA'];1;"[""fl""]";1;18.0;50000.0;;182;1
['2009-0607-MNE'];1;"[""fl""]";1;;450.0;;182;1
['2009-0589-AUS'];1;"[""fl""]";1;;200.0;;182;1
['2009-0590-MAR'];1;"[""fl""]";1;5.0;7520.0;;182;1
['2009-0631-ALB'];1;"[""fl""]";1;;6600.0;;182;1
['2009-0586-ARG'];1;"[""fl""]";1;2.0;3510.0;;182;1
['2010-9077-VCT'];1;"[""dr""]";1;;;;182;1
['2010-0031-PHL'];1;"[""ls""]";1;2.0;927.0;105.0;182;1
['2010-9077-GUY'];1;"[""dr""]";1;;;19729.0;182;1
['2010-0050-RUS'];1;"[""cw""]";1;13.0;;;182;1
['2010-0050-BGR'];1;"[""cw""]";1;3.0;;;182;1
['2010-9077-BRB'];1;"[""dr""]";1;;;;182;1
['2010-0056-ECU'];1;"[""fl"", ""ls""]";2;12.0;500.0;;182;1
['2010-0036-CHN'];1;"[""ew"", ""ls"", ""cw""]";3;30.0;1881100.0;120790.0;182;1
['2010-0002-TJK'];1;"[""eq""]";1;;7840.0;2013.0;182;1
['2010-0003-SLB'];1;"[""eq"", ""ls"", ""ts""]";3;;1126.0;;182;1
['2010-0012-PAK'];1;"[""ls""]";1;19.0;26700.0;24158.0;182;1
['2010-0027-USA'];1;"[""eq""]";1;;630.0;16776.0;182;1
['2010-0026-IDN'];1;"[""fl""]";1;5.0;28500.0;;182;1
['2010-0028-PAN'];1;"[""fl""]";1;;1000.0;;182;1
['2010-0017-HTI'];1;"[""eq""]";1;222570.0;3700000.0;10736894.0;182;1
['2010-0020-PHL'];1;"[""fl"", ""ls""]";2;2.0;40198.0;30.0;182;1
['2010-0018-IRN'];1;"[""eq""]";1;;750.0;;182;1
['2010-0033-PHL'];1;"[""fl""]";1;1.0;15480.0;;182;1
['2010-0021-PSE'];1;"[""fl""]";1;;500.0;;182;1
['2010-0021-EGY'];1;"[""fl""]";1;12.0;3500.0;;182;1
['2010-0054-SLB'];1;"[""fl""]";1;2.0;16017.0;;182;1
['2009-0571-ROU', '2010-0050-ROU'];2;"[""cw"", ""cw""]";2;63.0;;;182;1
['2009-0436-IDN', '2010-0034-IDN'];2;"[""fl"", ""fl""]";2;;2855.0;;182;1
['2010-0058-MEX'];1;"[""fl"", ""ls"", ""cw""]";3;41.0;20000.0;21474.0;182;1
['2010-0050-SRB'];1;"[""cw""]";1;3.0;;;182;1
['2010-0009-BDI', '2010-0122-BDI'];2;"[""fl"", ""fl""]";2;;1990.0;;182;1
['2010-0057-BRA'];1;"[""hw""]";1;32.0;;;182;1
['2010-0045-USA'];1;"[""ew""]";1;2.0;;2684223.0;182;1
['2010-0048-AFG'];1;"[""ls""]";1;169.0;130.0;;182;1
['2010-0078-COK'];1;"[""ew""]";1;;2202.0;;182;1
['2010-0066-AUS'];1;"[""fl""]";1;;;;182;1
['2010-0067-DOM'];1;"[""fl""]";1;1.0;25700.0;;182;1
['2010-0067-HTI'];1;"[""fl"", ""ls""]";2;4.0;2.0;;182;1
['2010-0092-HTI'];1;"[""fl"", ""ls""]";2;27.0;22085.0;;182;1
['2010-0053-PAK', '2010-0073-PAK'];2;"[""fl"", ""ls"", ""ls""]";3;53.0;;;182;1
['2010-0097-MOZ'];1;"[""fl""]";1;5.0;17000.0;;182;1
['2009-0354-IDN', '2010-0075-IDN'];2;"[""eq"", ""ls"", ""fl"", ""ls""]";4;172.0;339892.0;;182;1
['2010-0084-UGA'];1;"[""ls""]";1;388.0;12795.0;;182;1
['2010-0091-CHL'];1;"[""ts"", ""ts""]";2;562.0;2671556.0;40263352.0;182;1
['2010-0088-PRT'];1;"[""ew""]";1;3.0;;362370.0;182;1
['2010-0088-ESP'];1;"[""ew""]";1;3.0;;456318.0;182;1
['2010-0103-AUS'];1;"[""fl""]";1;;;146290.0;182;1
['2010-0088-DEU'];1;"[""ew""]";1;4.0;;1342112.0;182;1
['2010-0088-NLD'];1;"[""ew""]";1;;;37579.0;182;1
['2010-0088-BEL'];1;"[""ew""]";1;1.0;;214738.0;182;1
['2010-0088-FRA'];1;"[""ew"", ""fl""]";2;53.0;500079.0;5677133.0;182;1
['2010-0088-CHE'];1;"[""ew""]";1;;;18790.0;182;1
['2010-0088-LUX'];1;"[""ew""]";1;;;41605.0;182;1
['2010-0088-GBR'];1;"[""ew""]";1;;;671.0;182;1
['2010-0115-ETH'];1;"[""fl""]";1;;55700.0;;182;1
['2010-0105-AGO'];1;"[""fl""]";1;7.0;110886.0;;182;1
['2010-9132-THA'];1;"[""dr""]";1;;6482602.0;;182;1
['2010-0170-ISL'];1;"[""vo"", ""fl""]";2;;;;182;1
['2010-0101-SRB'];1;"[""fl""]";1;;3150.0;;182;1
['2010-0115-SOM'];1;"[""fl""]";1;;16000.0;;182;1
['2010-0070-ZMB', '2010-0116-ZMB'];2;"[""ls"", ""fl""]";2;;1350.0;;182;1
['2010-0129-AFG'];1;"[""ls""]";1;35.0;;;182;1
['2010-0668-TWN'];1;"[""eq""]";1;;96.0;1342112.0;182;1
['2010-0119-ZWE'];1;"[""fl""]";1;;820.0;;182;1
['2010-0093-TUR'];1;"[""eq""]";1;51.0;3600.0;;182;1
['2010-0112-MAR'];1;"[""fl"", ""ls""]";2;10.0;2006.0;;182;1
['2010-0104-MDG'];1;"[""ew"", ""fl"", ""ls""]";3;120.0;192132.0;;182;1
['2009-0554-FJI', '2010-0106-FJI'];2;"[""ew"", ""fl"", ""ew"", ""fl""]";4;4.0;42946.0;71058.0;182;1
['2010-0133-COD'];1;"[""fl""]";1;;67500.0;;182;1
['2010-0291-KAZ'];1;"[""fl""]";1;;13000.0;;182;1
['2010-0126-AGO'];1;"[""fl""]";1;;75000.0;;182;1
['2010-0120-AUS'];1;"[""ew""]";1;1.0;;;182;1
['2010-0127-MWI'];1;"[""fl""]";1;;21290.0;;182;1
['2010-0153-RUS'];1;"[""fl""]";1;;3250.0;;182;1
['2010-0128-NAM'];1;"[""fl""]";1;8.0;110000.0;;182;1
['2010-0146-RWA'];1;"[""ls""]";1;14.0;5937.0;;182;1
['2010-0089-USA', '2010-0612-USA', '2010-0162-USA'];3;"[""ew"", ""ew"", ""fl"", ""fl""]";4;;;;182;1
['2010-0065-PER', '2010-0156-PER'];2;"[""fl"", ""ls""]";2;88.0;81054.0;;182;1
['2010-0147-BRA'];1;"[""fl"", ""ls""]";2;256.0;74938.0;268422.0;182;1
['2010-0158-MEX'];1;"[""eq""]";1;2.0;25232.0;1543429.0;182;1
['2010-0270-ECU'];1;"[""fl""]";1;2.0;6440.0;;182;1
['2010-0174-TJK'];1;"[""fl""]";1;2.0;1914.0;;182;1
['2010-0169-CHN'];1;"[""eq""]";1;2968.0;112000.0;671056.0;182;1
['2010-0166-GAB'];1;"[""ew""]";1;;1765.0;;182;1
['2010-0669-AFG'];1;"[""eq"", ""ls""]";2;11.0;1070.0;;182;1
['2010-0164-SOM'];1;"[""fl""]";1;11.0;200.0;;182;1
['2010-0163-USA'];1;"[""ew""]";1;12.0;2770.0;;182;1
['2010-0186-KEN'];1;"[""ls""]";1;10.0;;;182;1
['2010-0187-USA'];1;"[""ew"", ""fl""]";2;30.0;8000.0;3153963.0;182;1
['2010-0204-AZE'];1;"[""fl"", ""ls""]";2;3.0;70000.0;;182;1
['2010-0176-AFG'];1;"[""fl""]";1;70.0;40000.0;;182;1
['2010-0183-YEM'];1;"[""fl""]";1;7.0;1002.0;;182;1
['2010-0175-TJK'];1;"[""fl"", ""ls""]";2;73.0;6708.0;273791.0;182;1
['2010-0285-KEN'];1;"[""fl""]";1;100.0;70000.0;;182;1
['2009-0501-LKA', '2010-0191-LKA'];2;"[""fl"", ""fl""]";2;;666072.0;;182;1
['2010-0193-HUN'];1;"[""fl""]";1;1.0;2000.0;590529.0;182;1
['2010-0193-CZE'];1;"[""fl"", ""ls""]";2;1.0;1200.0;255001.0;182;1
['2010-0193-SVK'];1;"[""fl""]";1;1.0;200.0;33553.0;182;1
['2010-0199-RWA'];1;"[""ls""]";1;7.0;;;182;1
['2010-0199-COD'];1;"[""ls""]";1;46.0;1167.0;;182;1
['2010-0193-SRB'];1;"[""fl""]";1;2.0;;;182;1
['2010-0273-NIC'];1;"[""fl""]";1;;4860.0;;182;1
['2010-0220-GTM'];1;"[""vo""]";1;;1800.0;;182;1
['2010-0211-GTM'];1;"[""ew"", ""ls""]";2;174.0;397962.0;872373.0;182;1
['2010-0274-ECU'];1;"[""vo""]";1;;2500.0;;182;1
['2010-0211-SLV'];1;"[""ew"", ""fl"", ""ls""]";3;10.0;11520.0;26842.0;182;1
['2009-9283-CHN', '2009-0218-CHN', '2009-0636-CHN', '2009-0235-CHN', '2009-0227-CHN', '2009-0292-CHN', '2009-0284-CHN', '2009-0613-CHN', '2009-0299-CHN', '2009-0313-CHN', '2009-0378-CHN', '2009-0487-CHN', '2010-0667-CHN', '2010-0064-CHN', '2010-0087-CHN', '2010-0682-CHN', '2010-0239-CHN', '2010-0216-CHN'];18;"[""dr"", ""ls"", ""fl"", ""fl"", ""fl"", ""fl"", ""ls"", ""ls"", ""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""ls"", ""ew"", ""eq"", ""ls"", ""eq"", ""eq"", ""ls"", ""fl"", ""ls"", ""ls""]";23;;;;182;1
['2010-0232-PHL', '2010-0281-PHL'];2;"[""fl"", ""fl""]";2;;240000.0;;182;1
['2010-0217-SVK'];1;"[""fl""]";1;3.0;650.0;;182;1
['2009-9283-CHN', '2009-0218-CHN', '2009-0636-CHN', '2009-0235-CHN', '2009-0227-CHN', '2009-0292-CHN', '2009-0284-CHN', '2009-0613-CHN', '2009-0299-CHN', '2009-0313-CHN', '2009-0378-CHN', '2009-0487-CHN', '2010-0667-CHN', '2010-0064-CHN', '2010-0087-CHN', '2010-0682-CHN', '2010-0239-CHN', '2010-0344-CHN'];18;"[""dr"", ""ls"", ""fl"", ""fl"", ""fl"", ""fl"", ""ls"", ""ls"", ""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""ls"", ""ew"", ""eq"", ""ls"", ""eq"", ""eq"", ""ls"", ""fl"", ""ls"", ""fl""]";23;;;;182;1
['2010-0372-RUS'];1;"[""hw""]";1;55736.0;;536845.0;182;1
['2010-0217-CZE'];1;"[""fl""]";1;3.0;;;182;1
['2010-0193-HRV'];1;"[""fl""]";1;;300.0;107369.0;182;1
['2010-0272-KGZ'];1;"[""ls""]";1;;8350.0;;182;1
['2010-0255-TGO'];1;"[""fl""]";1;21.0;82000.0;;182;1
['2010-0210-OMN'];1;"[""ew""]";1;16.0;;1342112.0;182;1
['2010-0225-USA'];1;"[""fl""]";1;20.0;;;182;1
['2010-0231-BGD'];1;"[""ls""]";1;66.0;55230.0;;182;1
['2010-0267-PAN'];1;"[""fl"", ""ls""]";2;;1035.0;;182;1
['2009-0571-FRA', '2010-0233-FRA'];2;"[""cw"", ""fl"", ""ls""]";3;27.0;;;182;1
['2010-0238-IDN'];1;"[""eq"", ""ls""]";2;17.0;4600.0;;182;1
['2010-0689-USA'];1;"[""ew"", ""fl""]";2;20.0;100.0;;182;1
['2010-0231-MMR'];1;"[""ls"", ""ls""]";2;68.0;145000.0;;182;1
['2010-0248-BRA'];1;"[""fl"", ""ls""]";2;72.0;157000.0;807951.0;182;1
['2010-0246-GHA'];1;"[""fl""]";1;45.0;7500.0;;182;1
['2010-0252-BIH'];1;"[""fl""]";1;;14910.0;116764.0;182;1
['2010-0251-ROU'];1;"[""fl""]";1;26.0;12237.0;1491661.0;182;1
['2010-0282-PAK'];1;"[""fl""]";1;46.0;;;182;1
['2010-0255-CIV'];1;"[""fl"", ""ls""]";2;8.0;;;182;1
['2010-0171-BGD', '2010-0205-BGD', '2010-0269-BGD'];3;"[""ew"", ""ew"", ""fl""]";3;;332110.0;;182;1
['2010-0280-LBR'];1;"[""fl""]";1;1.0;15486.0;;182;1
['2010-0275-UKR'];1;"[""fl""]";1;6.0;40059.0;2550.0;182;1
['2010-0260-GTM'];1;"[""ew""]";1;;2180.0;;182;1
['2010-0260-NIC'];1;"[""ew""]";1;5.0;;;182;1
['2009-9283-CHN', '2009-0218-CHN', '2009-0636-CHN', '2009-0235-CHN', '2009-0227-CHN', '2009-0292-CHN', '2009-0284-CHN', '2009-0613-CHN', '2009-0299-CHN', '2009-0313-CHN', '2009-0378-CHN', '2009-0487-CHN', '2010-0667-CHN', '2010-0064-CHN', '2010-0087-CHN', '2010-0682-CHN', '2010-0239-CHN', '2010-0262-CHN'];18;"[""dr"", ""ls"", ""fl"", ""fl"", ""fl"", ""fl"", ""ls"", ""ls"", ""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""ls"", ""ew"", ""eq"", ""ls"", ""eq"", ""eq"", ""ls"", ""fl"", ""ls"", ""ls""]";23;;;;182;1
['2010-0260-MEX'];1;"[""ew"", ""fl""]";2;22.0;170000.0;2684223.0;182;1
['2010-0294-PRY'];1;"[""cw""]";1;12.0;;;182;1
['2010-0527-BEN'];1;"[""fl""]";1;46.0;831000.0;;182;1
['2010-0343-PER'];1;"[""cw""]";1;409.0;57600.0;;182;1
['2010-0579-SSD'];1;"[""fl""]";1;;;;182;1
['2010-0294-CHL'];1;"[""cw""]";1;;150.0;;182;1
['2010-0579-SDN'];1;"[""fl""]";1;3.0;16362.0;;182;1
['2010-0294-URY'];1;"[""cw""]";1;4.0;;;182;1
['2010-0168-COL', '2010-0430-COL'];2;"[""fl"", ""fl""]";2;;2795760.0;;182;1
['2010-0294-ARG'];1;"[""cw""]";1;42.0;;;182;1
['2010-0023-BOL', '2010-9253-BOL', '2010-0294-BOL'];3;"[""fl"", ""dr"", ""cw""]";3;;;;182;1
['2010-0278-MDA'];1;"[""fl""]";1;1.0;12000.0;;182;1
['2010-0346-GIN'];1;"[""fl""]";1;7.0;7615.0;;182;1
['2010-0319-SDN'];1;"[""fl""]";1;33.0;10000.0;;182;1
['2010-0381-CAF'];1;"[""fl""]";1;3.0;1585.0;;182;1
['2010-0308-PHL'];1;"[""ew"", ""fl""]";2;146.0;585474.0;11643.0;182;1
['2010-0206-IND', '2010-0321-IND'];2;"[""hw"", ""fl""]";2;261.0;;;182;1
['2010-0371-PHL'];1;"[""fl""]";1;;80920.0;;182;1
['2010-0454-GMB'];1;"[""fl""]";1;8.0;21194.0;;182;1
['2010-0279-DOM'];1;"[""fl""]";1;6.0;9500.0;;182;1
['2010-0308-VNM'];1;"[""ew""]";1;11.0;1500.0;671.0;182;1
['2010-0311-JPN', '2010-0331-JPN'];2;"[""fl"", ""hw""]";2;180.0;;;182;1
['2010-0363-IRN'];1;"[""eq""]";1;1.0;32.0;;182;1
['2010-0332-HKG'];1;"[""ew""]";1;1.0;15000.0;;182;1
['2010-0338-SAU', '2010-0297-SAU'];2;"[""fl"", ""fl""]";2;24.0;;;182;1
['2010-0332-VNM'];1;"[""ew"", ""ls""]";2;10.0;12400.0;;182;1
['2010-0301-IDN'];1;"[""fl"", ""ls""]";2;21.0;15007.0;;182;1
['2010-0333-NPL'];1;"[""fl"", ""ls""]";2;12.0;;;182;1
['2010-0357-COD'];1;"[""fl""]";1;;3000.0;;182;1
['2010-0367-AFG'];1;"[""fl"", ""ls""]";2;65.0;5000.0;;182;1
['2010-0210-PAK', '2010-0293-PAK', '2010-0341-PAK'];3;"[""ew"", ""fl"", ""fl"", ""fl""]";4;2068.0;20367496.0;;182;1
['2010-0361-IRN'];1;"[""eq""]";1;;274.0;;182;1
['2010-0453-CIV'];1;"[""fl""]";1;10.0;6425.0;;182;1
['2010-0703-SSD'];1;"[""fl""]";1;;290000.0;;182;1
['2010-0457-SLE'];1;"[""fl""]";1;;234.0;;182;1
['2010-0295-NER', '2010-0379-NER'];2;"[""fl"", ""fl""]";2;5.0;233226.0;;182;1
['2010-0455-GNB'];1;"[""fl""]";1;2.0;56792.0;;182;1
['2010-0447-HND'];1;"[""fl""]";1;117.0;3400.0;;182;1
['2010-0380-DEU'];1;"[""fl"", ""fl""]";2;3.0;;;182;1
['2010-0380-CZE'];1;"[""fl"", ""fl""]";2;7.0;200.0;211463.0;182;1
['2010-0401-COL'];1;"[""fl""]";1;;800.0;;182;1
['2010-0389-SLE'];1;"[""ls""]";1;16.0;5.0;;182;1
['2010-0420-SEN'];1;"[""fl""]";1;2.0;22125.0;;182;1
['2010-0398-PHL'];1;"[""fl""]";1;;505.0;;182;1
['2010-0300-TCD'];1;"[""fl""]";1;24.0;144579.0;;182;1
['2010-0415-CHN'];1;"[""fl""]";1;5.0;64136.0;;182;1
['2010-0369-PRK', '2010-0415-PRK'];2;"[""fl"", ""fl""]";2;;55785.0;;182;1
['2010-0432-VNM'];1;"[""ew""]";1;14.0;20700.0;59053.0;182;1
['2010-0428-IND'];1;"[""ew""]";1;25.0;;;182;1
['2010-0438-TUR'];1;"[""ls""]";1;13.0;206.0;;182;1
['2010-0442-GTM'];1;"[""fl"", ""ls""]";2;;3270.0;;182;1
['2010-0672-IRN'];1;"[""eq""]";1;3.0;3600.0;;182;1
['2010-0468-ATG'];1;"[""ew"", ""fl""]";2;;5000.0;16911.0;182;1
['2010-0446-IDN'];1;"[""vo""]";1;1.0;15060.0;;182;1
['2010-0211-HND', '2010-0443-HND'];2;"[""ew"", ""fl"", ""ls""]";3;23.0;26285.0;;182;1
['2010-0550-TGO'];1;"[""fl""]";1;1.0;29550.0;;182;1
['2010-0483-GHA'];1;"[""fl""]";1;18.0;9674.0;;182;1
['2010-0479-PRK'];1;"[""ew"", ""fl"", ""ls""]";3;20.0;40000.0;;182;1
['2010-0479-KOR'];1;"[""ew""]";1;12.0;41500.0;;182;1
['2010-0459-GTM'];1;"[""ls""]";1;53.0;50696.0;671056.0;182;1
['2010-0694-IND', '2010-0171-IND', '2010-0276-IND', '2010-0416-IND'];4;"[""ew"", ""ew"", ""fl"", ""fl""]";4;;935000.0;;182;1
['2010-0516-GMB'];1;"[""fl""]";1;1.0;17767.0;;182;1
['2010-0470-CRI'];1;"[""fl"", ""ls""]";2;3.0;106.0;;182;1
['2010-0493-IND'];1;"[""fl""]";1;;12500.0;;182;1
['2010-0488-PHL'];1;"[""fl"", ""ls""]";2;6.0;46713.0;4236.0;182;1
['2010-0684-IDN'];1;"[""fl""]";1;24.0;;;182;1
['2010-0494-MEX'];1;"[""ew"", ""fl""]";2;12.0;230000.0;5234236.0;182;1
['2010-0526-GIN'];1;"[""fl""]";1;1.0;40411.0;;182;1
['2010-0484-TWN'];1;"[""ew"", ""fl""]";2;2.0;100.0;84687.0;182;1
['2009-0175-IND', '2009-0240-IND', '2009-0409-IND', '2009-0638-IND', '2009-0595-IND', '2010-0177-IND', '2010-0492-IND'];7;"[""hw"", ""ew"", ""fl"", ""fl"", ""cw"", ""ew"", ""fl"", ""fl"", ""ls""]";9;1553.0;;;182;1
['2010-0523-MRT'];1;"[""fl""]";1;;8750.0;;182;1
['2010-0496-MEX'];1;"[""ls""]";1;27.0;;;182;1
['2010-0491-NIC', '2010-0503-NIC'];2;"[""fl"", ""ew""]";2;;;;182;1
['2010-0503-VEN'];1;"[""ew"", ""fl"", ""ls""]";3;8.0;;;182;1
['2010-0503-GTM'];1;"[""ew"", ""fl"", ""ls""]";3;;;;182;1
['2010-0503-HND'];1;"[""ew"", ""fl""]";2;4.0;;;182;1
['2010-0503-BLZ'];1;"[""ew""]";1;;;;182;1
['2010-0503-SLV'];1;"[""ew""]";1;1.0;;;182;1
['2010-0502-COL'];1;"[""ls""]";1;30.0;;;182;1
['2010-0426-MEX', '2010-0467-MEX', '2010-0503-MEX', '2010-0510-MEX'];4;"[""ew"", ""ls"", ""fl"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls"", ""ls""]";9;78.0;;;182;1
['2010-0501-JAM'];1;"[""ew"", ""fl"", ""ls""]";3;15.0;2506.0;201317.0;182;1
['2010-9556-BRA'];1;"[""dr""]";1;;62000.0;;182;1
['2010-0676-BGD'];1;"[""fl""]";1;15.0;500000.0;;182;1
['2010-0512-IDN'];1;"[""fl"", ""ls""]";2;291.0;12428.0;104685.0;182;1
['2010-9249-MLI', '2010-0456-MLI', '2010-0536-MLI'];3;"[""dr"", ""fl"", ""fl""]";3;;632000.0;;182;1
['2010-0551-LCA'];1;"[""fl""]";1;;2000.0;;182;1
['2010-0308-CHN', '2010-0530-CHN'];2;"[""ew"", ""fl""]";2;6.0;;230172.0;182;1
['2010-0567-BDI'];1;"[""ew""]";1;9.0;1500.0;;182;1
['2010-0552-THA'];1;"[""fl""]";1;258.0;8970653.0;445581.0;182;1
['2010-0533-IDN'];1;"[""ls""]";1;13.0;18.0;;182;1
['2010-0515-VNM', '2010-0539-VNM'];2;"[""fl"", ""fl""]";2;105.0;1440825.0;397936.0;182;1
['2010-0553-AGO'];1;"[""fl""]";1;18.0;3895.0;;182;1
['2010-0547-RUS'];1;"[""fl""]";1;23.0;45214.0;88579.0;182;1
['2010-0580-SEN'];1;"[""fl""]";1;;80391.0;;182;1
['2010-0543-PHL'];1;"[""ew""]";1;35.0;2009026.0;370081.0;182;1
['2010-0552-KHM'];1;"[""fl""]";1;8.0;;93948.0;182;1
['2010-0543-TWN'];1;"[""ew"", ""ls""]";2;32.0;;13421.0;182;1
['2010-0554-MMR'];1;"[""ew"", ""ts"", ""fl""]";3;45.0;260049.0;76500.0;182;1
['2009-9283-CHN', '2009-0218-CHN', '2009-0636-CHN', '2009-0235-CHN', '2009-0292-CHN', '2009-0227-CHN', '2009-0284-CHN', '2009-0613-CHN', '2009-0299-CHN', '2009-0313-CHN', '2009-0378-CHN', '2009-0487-CHN', '2010-0667-CHN', '2010-0064-CHN', '2010-0087-CHN', '2010-0682-CHN', '2010-0239-CHN', '2010-0691-CHN', '2010-0484-CHN', '2010-0543-CHN'];20;"[""dr"", ""ls"", ""fl"", ""fl"", ""fl"", ""ls"", ""fl"", ""ls"", ""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""ls"", ""ew"", ""eq"", ""ls"", ""eq"", ""eq"", ""ls"", ""fl"", ""ls"", ""ew"", ""ew"", ""fl"", ""ls"", ""ew""]";27;;;;182;1
['2010-0563-IDN'];1;"[""ts"", ""ts""]";2;530.0;11864.0;;182;1
['2010-0571-DOM'];1;"[""ew"", ""ls""]";2;;12000.0;;182;1
['2010-0571-BRB'];1;"[""ew""]";1;;2500.0;;182;1
['2010-0573-VNM'];1;"[""fl""]";1;31.0;39008.0;144545.0;182;1
['2010-0571-VCT'];1;"[""ew""]";1;;6100.0;33553.0;182;1
['2010-0571-LCA'];1;"[""ew"", ""fl"", ""ls""]";3;14.0;181000.0;671.0;182;1
['2010-0692-ITA'];1;"[""ew"", ""fl"", ""ls""]";3;3.0;5.0;1170321.0;182;1
['2010-0283-IND', '2010-0693-IND'];2;"[""fl"", ""ew"", ""fl""]";3;49.0;;;182;1
['2010-0615-POL'];1;"[""cw""]";1;200.0;;;182;1
['2010-0615-SVK'];1;"[""cw""]";1;122.0;;;182;1
['2010-0575-CRI'];1;"[""fl"", ""ls""]";2;24.0;3000.0;;182;1
['2010-0585-PHL'];1;"[""fl"", ""ls""]";2;16.0;450673.0;;182;1
['2010-0615-CZE'];1;"[""cw""]";1;12.0;;;182;1
['2010-9082-DJI'];1;"[""dr""]";1;;200258.0;;182;1
['2010-0576-IDN'];1;"[""fl""]";1;16.0;200.0;;182;1
['2010-0574-SRB'];1;"[""eq""]";1;2.0;27030.0;177508.0;182;1
['2010-0508-HTI', '2010-0542-HTI', '2010-0571-HTI'];3;"[""ew"", ""fl"", ""fl"", ""ew"", ""fl""]";5;40.0;;;182;1
['2010-0592-PAN'];1;"[""fl"", ""ls""]";2;2.0;6296.0;;182;1
['2010-0591-IRN'];1;"[""eq""]";1;;104.0;;182;1
['2010-0582-ITA'];1;"[""fl""]";1;;300.0;;182;1
['2010-0606-PHL'];1;"[""vo""]";1;;14161.0;;182;1
['2010-0583-LKA'];1;"[""fl""]";1;7.0;164193.0;;182;1
['2010-0597-VNM'];1;"[""fl""]";1;50.0;10000.0;343581.0;182;1
['2010-0594-MNE'];1;"[""fl""]";1;;1350.0;;182;1
['2010-0629-IND'];1;"[""fl""]";1;203.0;;29526.0;182;1
['2010-0616-VEN'];1;"[""fl"", ""ls""]";2;41.0;94800.0;228159.0;182;1
['2010-0615-LTU'];1;"[""cw""]";1;5.0;;;182;1
['2010-0624-AUS'];1;"[""fl""]";1;;1000.0;;182;1
['2010-0615-DEU'];1;"[""cw""]";1;1.0;;;182;1
['2010-0615-FRA'];1;"[""cw""]";1;3.0;;;182;1
['2010-0615-GBR'];1;"[""cw""]";1;;;;182;1
['2010-0619-GRC'];1;"[""fl""]";1;1.0;150.0;;182;1
['2010-0615-CHE'];1;"[""cw""]";1;;;;182;1
['2010-0615-PRT'];1;"[""cw""]";1;;;;182;1
['2010-0698-GAB'];1;"[""ew"", ""fl""]";2;;1765.0;;182;1
['2010-0615-ITA'];1;"[""cw""]";1;;;;182;1
['2010-0619-ALB'];1;"[""fl""]";1;;14000.0;;182;1
['2010-0619-BIH'];1;"[""fl"", ""ls""]";2;3.0;20000.0;;182;1
['2010-0615-RUS'];1;"[""cw""]";1;11.0;11.0;;182;1
['2010-0619-SRB'];1;"[""fl""]";1;;1750.0;;182;1
['2010-0619-MNE'];1;"[""fl""]";1;;5000.0;;182;1
['2010-0619-HRV'];1;"[""fl""]";1;;810.0;;182;1
['2010-0619-BGR'];1;"[""fl""]";1;;90.0;;182;1
['2010-0666-PAN'];1;"[""fl"", ""ls""]";2;13.0;24610.0;;182;1
['2010-0633-HRV'];1;"[""cw""]";1;;;;182;1
['2010-0651-USA'];1;"[""fl""]";1;;1000.0;;182;1
['2010-0633-SRB'];1;"[""cw""]";1;2.0;;;182;1
['2010-0633-BIH'];1;"[""cw""]";1;2.0;;;182;1
['2010-0645-IRN'];1;"[""eq""]";1;7.0;25.0;;182;1
['2010-0652-DEU'];1;"[""ew""]";1;;;;182;1
['2010-0652-FRA'];1;"[""ew""]";1;;;;182;1
['2010-0652-DNK'];1;"[""ew""]";1;;;;182;1
['2010-0652-BEL'];1;"[""ew""]";1;;;;182;1
['2010-0656-AUS'];1;"[""fl""]";1;35.0;175000.0;9797416.0;182;1
['2010-0655-CAN'];1;"[""ew""]";1;;;;182;1
['2010-0655-USA'];1;"[""ew""]";1;;;;182;1
['2010-0663-USA'];1;"[""ew""]";1;8.0;13.0;;182;1
['2010-0052-IND', '2010-0373-IND', '2011-0007-IND'];3;"[""ls"", ""fl"", ""ls"", ""cw""]";4;293.0;;;182;1
['2011-0064-PER'];1;"[""fl"", ""ls""]";2;6.0;10000.0;;182;1
['2010-0678-ZAF', '2011-0100-ZAF'];2;"[""ew"", ""fl"", ""fl""]";3;80.0;206321.0;;182;1
['2010-0450-ETH', '2010-9082-ETH'];2;"[""fl"", ""dr""]";2;;4830679.0;;182;1
['2010-0522-USA', '2011-9363-USA'];2;"[""ew"", ""fl"", ""dr""]";3;;;;182;1
['2011-0003-AGO'];1;"[""fl""]";1;17.0;;;182;1
['2011-0024-LKA'];1;"[""fl"", ""ls""]";2;47.0;1060324.0;260208.0;182;1
['2011-0018-BGD'];1;"[""cw""]";1;50.0;100000.0;;182;1
