Dis No 1;Dis No 2;Hazard 1;Hazard 2;Start Date 1;End Date 1;Start Date 2;End Date 2;Country 1;Country 2;Magnitude 1;Magnitude 2;Total Deaths 1;Total Deaths 2;Total Deaths 12;Total Affected 1;Total Affected 2;Total Affected 12;Total Damages 1;Total Damages 2;Total Damages 12
2010-0251-ROU;2010-0275-UKR;fl;fl;2010-06-21 00:00:00+00:00;2010-07-03 00:00:00+00:00;2010-06-27 00:00:00+00:00;2010-07-02 00:00:00+00:00;Romania;Ukraine;;34500.0;26.0;6.0;32.0;12237.0;40059.0;52296.0;1491661.0;2550.0;1494211.0
2010-0269-BGD;2010-0276-IND;fl;fl;2010-06-24 00:00:00+00:00;2010-06-24 00:00:00+00:00;2010-07-05 00:00:00+00:00;2010-07-15 00:00:00+00:00;Bangladesh;India;;147437.0;;53.0;;75000.0;400000.0;475000.0;;599924.0;
2010-0251-ROU;2010-0278-MDA;fl;fl;2010-06-21 00:00:00+00:00;2010-07-03 00:00:00+00:00;2010-07-05 00:00:00+00:00;2010-07-07 00:00:00+00:00;Romania;Moldova (the Republic of);;12210.0;26.0;1.0;27.0;12237.0;12000.0;24237.0;1491661.0;;
2010-0280-LBR;;fl;;2010-06-25 00:00:00+00:00;2010-06-27 00:00:00+00:00;;;Liberia;;;;1.0;;;15486.0;;;;;
2010-0232-PHL;2010-0281-PHL;fl;fl;2010-05-28 00:00:00+00:00;2010-06-01 00:00:00+00:00;2010-06-01 00:00:00+00:00;2010-06-01 00:00:00+00:00;Philippines (the);Philippines (the);22340.0;;27.0;;;40000.0;200000.0;240000.0;;;
2010-0283-IND;;fl;;2010-05-18 00:00:00+00:00;2010-05-24 00:00:00+00:00;;;India;;63170.0;;27.0;;;50000.0;;;;;
2010-0186-KEN;2010-0285-KEN;ls;fl;2010-04-30 00:00:00+00:00;2010-04-30 00:00:00+00:00;2010-05-08 00:00:00+00:00;2010-05-24 00:00:00+00:00;Kenya;Kenya;;196100.0;10.0;100.0;110.0;;70000.0;;;;
2010-0291-KAZ;;fl;;2010-03-17 00:00:00+00:00;2010-03-24 00:00:00+00:00;;;Kazakhstan;;;;;;;13000.0;;;;;
2010-0338-SAU;2010-0297-SAU;fl;fl;2010-07-10 00:00:00+00:00;2010-07-12 00:00:00+00:00;2010-07-23 00:00:00+00:00;2010-07-25 00:00:00+00:00;Saudi Arabia;Saudi Arabia;56000.0;346200.0;10.0;14.0;24.0;85.0;;;;;
;2010-0300-TCD;;fl;;;2010-08-15 00:00:00+00:00;2010-09-17 00:00:00+00:00;;Chad;;38021.0;;24.0;;;144579.0;;;;
2010-0301-IDN;;fl;ls;2010-07-23 00:00:00+00:00;2010-07-25 00:00:00+00:00;;;Indonesia;Indonesia;106460.0;;;;21.0;;;15007.0;;;
2010-0579-SDN;2010-0319-SDN;fl;fl;2010-07-01 00:00:00+00:00;2010-10-07 00:00:00+00:00;2010-07-10 00:00:00+00:00;2010-07-15 00:00:00+00:00;Sudan (the);Sudan (the);;100400.0;3.0;33.0;36.0;16362.0;10000.0;26362.0;;;
2010-0321-IND;;fl;;2010-07-13 00:00:00+00:00;2010-07-13 00:00:00+00:00;;;India;;;;11.0;;;;;;;;
2010-0311-JPN;2010-0331-JPN;fl;hw;2010-07-18 00:00:00+00:00;2010-07-18 00:00:00+00:00;2010-07-19 00:00:00+00:00;2010-07-25 00:00:00+00:00;Japan;Japan;;35.0;10.0;170.0;180.0;;15000.0;;;;
2010-0333-NPL;;fl;ls;2010-07-25 00:00:00+00:00;2010-07-25 00:00:00+00:00;;;Nepal;Nepal;132600.0;;;;12.0;;;;;;
2010-0343-PER;;cw;;2010-07-01 00:00:00+00:00;;;;Peru;;;;409.0;;;57600.0;;;;;
2010-0344-CHN;;fl;;2010-06-01 00:00:00+00:00;;;;China;;;;152.0;;;6000000.0;;;;;
2010-0346-GIN;;fl;;2010-07-06 00:00:00+00:00;2010-07-06 00:00:00+00:00;;;Guinea;;;;7.0;;;7615.0;;;;;
2010-0357-COD;;fl;;2010-07-26 00:00:00+00:00;2010-07-26 00:00:00+00:00;;;Congo (the Democratic Republic of the);;;;;;;3000.0;;;;;
2010-0363-IRN;;eq;;2010-07-20 00:00:00+00:00;2010-07-20 00:00:00+00:00;;;Iran (Islamic Republic of);;6.0;;1.0;;;32.0;;;;;
2010-0371-PHL;;fl;;2010-07-13 00:00:00+00:00;2010-07-31 00:00:00+00:00;;;Philippines (the);;;;;;;80920.0;;;;;
2010-0372-RUS;;hw;;2010-06-01 00:00:00+00:00;;;;Russian Federation (the);;40.0;;55736.0;;;;;;536845.0;;
2010-0295-NER;2010-0379-NER;fl;fl;2010-07-19 00:00:00+00:00;2010-07-23 00:00:00+00:00;2010-08-01 00:00:00+00:00;2010-08-11 00:00:00+00:00;Niger (the);Niger (the);;619100.0;2.0;3.0;5.0;6615.0;226611.0;233226.0;;;
2010-0381-CAF;;fl;;2010-07-11 00:00:00+00:00;2010-08-07 00:00:00+00:00;;;Central African Republic;;;;3.0;;;1585.0;;;;;
2010-0308-CHN-PHL-VNM;2010-0398-PHL;ew;fl;2010-07-16 00:00:00+00:00;2010-07-16 00:00:00+00:00;2010-08-15 00:00:00+00:00;2010-08-15 00:00:00+00:00;China-Philippines (the)-Viet Nam;Philippines (the);;;159.0;;;586974.0;505.0;587479.0;12985.0;;
2010-0401-COL;;fl;;2010-08-09 00:00:00+00:00;2010-08-13 00:00:00+00:00;;;Colombia;;;;;;;800.0;;;;;
2010-0416-IND;;fl;;2010-09-05 00:00:00+00:00;2010-09-17 00:00:00+00:00;;;India;;12555.0;;;;;30000.0;;;;;
2010-0430-COL;;fl;;2010-07-01 00:00:00+00:00;2010-07-12 00:00:00+00:00;;;Colombia;;;;;;;3761.0;;;;;
2010-0432-VNM;;ew;;2010-08-24 00:00:00+00:00;2010-08-25 00:00:00+00:00;;;Viet Nam;;230.0;;14.0;;;20700.0;;;59053.0;;
2010-0438-TUR;;ls;;2010-08-27 00:00:00+00:00;2010-08-27 00:00:00+00:00;;;Turkey;;;;13.0;;;206.0;;;;;
2010-0450-ETH;;fl;;2010-08-22 00:00:00+00:00;2010-08-24 00:00:00+00:00;;;Ethiopia;;;;19.0;;;25000.0;;;;;
2010-0454-GMB;;fl;;2010-07-15 00:00:00+00:00;;;;Gambia (the);;;;8.0;;;21194.0;;;;;
2010-0456-MLI;;fl;;2010-08-11 00:00:00+00:00;2010-08-12 00:00:00+00:00;;;Mali;;;;;;;16000.0;;;;;
2010-0463-NZL;;eq;;2010-09-04 00:00:00+00:00;2010-09-04 00:00:00+00:00;;;New Zealand;;7.0;;;;;300002.0;;;8723726.0;;
2010-0465-AUS;;fl;ls;2010-09-01 00:00:00+00:00;2010-09-15 00:00:00+00:00;;;Australia;Australia;7093.0;;;;;;;10000.0;;;
2010-0470-CRI;;fl;ls;2010-09-06 00:00:00+00:00;2010-09-14 00:00:00+00:00;;;Costa Rica;Costa Rica;;;;;3.0;;;106.0;;;
2010-0479-KOR;;ew;;2010-09-02 00:00:00+00:00;2010-09-02 00:00:00+00:00;;;Korea (the Republic of);;120.0;;12.0;;;41500.0;;;;;
2010-0483-GHA;;fl;;2010-09-01 00:00:00+00:00;;;;Ghana;;;;18.0;;;9674.0;;;;;
2010-0488-PHL;;fl;ls;2010-09-10 00:00:00+00:00;2010-09-17 00:00:00+00:00;;;Philippines (the);Philippines (the);;;;;6.0;;;46713.0;;;4236.0
2010-0428-IND;2010-0493-IND;ew;fl;2010-08-25 00:00:00+00:00;2010-08-25 00:00:00+00:00;2010-09-09 00:00:00+00:00;2010-09-09 00:00:00+00:00;India;India;;10843.0;25.0;;;;12500.0;;;;
2010-0502-COL;;ls;;2010-09-27 00:00:00+00:00;2010-09-27 00:00:00+00:00;;;Colombia;;;;30.0;;;;;;;;
2010-0512-IDN;;fl;ls;2010-10-02 00:00:00+00:00;2010-10-06 00:00:00+00:00;;;Indonesia;Indonesia;;;;;291.0;;;12428.0;;;104685.0
2010-0522-USA;;ew;fl;2010-09-07 00:00:00+00:00;2010-09-11 00:00:00+00:00;;;United States of America (the);United States of America (the);;;;;8.0;;;;;;
2010-0527-BEN;;fl;;2010-07-01 00:00:00+00:00;;;;Benin;;;;46.0;;;831000.0;;;;;
2010-0530-CHN;;fl;;2010-10-06 00:00:00+00:00;2010-10-06 00:00:00+00:00;;;China;;;;4.0;;;130000.0;;;229501.0;;
2010-0526-GIN;2010-0536-MLI;fl;fl;2010-09-15 00:00:00+00:00;2010-09-18 00:00:00+00:00;2010-10-04 00:00:00+00:00;2010-10-04 00:00:00+00:00;Guinea;Mali;;;1.0;;;40411.0;16000.0;56411.0;;;
2010-0515-VNM;2010-0539-VNM;fl;fl;2010-10-01 00:00:00+00:00;2010-10-06 00:00:00+00:00;2010-10-14 00:00:00+00:00;2010-10-18 00:00:00+00:00;Viet Nam;Viet Nam;;;84.0;21.0;105.0;679825.0;761000.0;1440825.0;191251.0;206685.0;397936.0
2010-0547-RUS;;fl;;2010-10-16 00:00:00+00:00;2010-10-16 00:00:00+00:00;;;Russian Federation (the);;;;23.0;;;45214.0;;;88579.0;;
2010-0551-LCA;;fl;;2010-10-06 00:00:00+00:00;2010-10-06 00:00:00+00:00;;;Saint Lucia;;;;;;;2000.0;;;;;
2010-0552-THA;;fl;;2010-10-10 00:00:00+00:00;2010-12-10 00:00:00+00:00;;;Thailand;;3873.0;;258.0;;;8970653.0;;;445581.0;;
2010-0553-AGO;;fl;;2010-10-15 00:00:00+00:00;2010-10-18 00:00:00+00:00;;;Angola;;;;18.0;;;3895.0;;;;;
2010-0563-IDN;;ts;ts;2010-10-25 00:00:00+00:00;2010-10-25 00:00:00+00:00;;;Indonesia;Indonesia;8.0;;;;530.0;;;11864.0;;;
2010-0567-BDI;;ew;;2010-10-08 00:00:00+00:00;2010-10-08 00:00:00+00:00;;;Burundi;;;;9.0;;;1500.0;;;;;
2010-0574-SRB;;eq;;2010-11-03 00:00:00+00:00;2010-11-03 00:00:00+00:00;;;Serbia;;6.0;;2.0;;;27030.0;;;177508.0;;
2010-0575-CRI;;fl;ls;2010-11-01 00:00:00+00:00;2010-11-05 00:00:00+00:00;;;Costa Rica;Costa Rica;;;;;24.0;;;3000.0;;;
2010-0576-IDN;;fl;;2010-11-02 00:00:00+00:00;2010-11-05 00:00:00+00:00;;;Indonesia;;23685.0;;16.0;;;200.0;;;;;
